ranked_position,selected_rank,disposition,representative_system_id,regime_idx,param_idx,mn_idx,geometry_idx,d_pos,d_neg,steepness_pos,steepness_neg,M,N,roc_auc,pr_auc
1088,,after_candidate_limit,,2435,97,10,97,15,4.5,3,4.5,3,1,0.9389090909090909,0.4912815574709107
1089,,after_candidate_limit,,1811,72,11,72,13.89,6.25,0.5,2,3,2,0.9388803827751196,0.4863414327925452
1090,,after_candidate_limit,,1558,62,8,62,13.89,12.5,3,4.5,2,8,0.938877990430622,0.48342783672355916
1091,,after_candidate_limit,,2710,108,10,108,15,9,1.33,2,3,1,0.9387870813397129,0.5189183397902626
1092,,after_candidate_limit,,55,2,5,2,11.67,10.5,0.5,2,2,1,0.9387531100478469,0.4780239510318024
1093,,after_candidate_limit,,1812,72,12,72,13.89,6.25,0.5,2,3,3,0.9387406698564593,0.48562303232661186
1094,,after_candidate_limit,,1787,71,12,71,13.89,6.25,0.5,1.38,3,3,0.9387291866028709,0.48564058905481816
1095,,after_candidate_limit,,1762,70,12,70,13.89,6.25,0.5,0.75,3,3,0.93868995215311,0.48423174662344465
1096,,after_candidate_limit,,2585,103,10,103,15,6.75,2.17,3.25,3,1,0.9386411483253588,0.5154041733592295
1097,,after_candidate_limit,,2735,109,10,109,15,9,1.33,3.67,3,1,0.9386358851674641,0.5174447669390952
1098,,after_candidate_limit,,1636,65,11,65,13.89,4.17,0.5,2,3,2,0.9386315789473684,0.4822693166121136
1099,,after_candidate_limit,,1586,63,11,63,13.89,4.17,0.5,0.75,3,2,0.9386306220095694,0.4843473198705227
1100,,after_candidate_limit,,1611,64,11,64,13.89,4.17,0.5,1.38,3,2,0.9386114832535886,0.48214914147111265
1101,,after_candidate_limit,,2711,108,11,108,15,9,1.33,2,3,2,0.938611004784689,0.5059508278395152
1102,,after_candidate_limit,,1532,61,7,61,13.89,12.5,2.17,3.25,2,3,0.9385732057416268,0.47535934997462487
1103,,after_candidate_limit,,2736,109,11,109,15,9,1.33,3.67,3,2,0.9385306220095694,0.5052942429416054
1104,,after_candidate_limit,,2611,104,11,104,15,6.75,3,4.5,3,2,0.9384622009569378,0.48640858194260794
1105,,after_candidate_limit,,1637,65,12,65,13.89,4.17,0.5,2,3,3,0.9383598086124402,0.4800512406221184
1106,,after_candidate_limit,,1612,64,12,64,13.89,4.17,0.5,1.38,3,3,0.9383186602870813,0.47940045948979054
1107,,after_candidate_limit,,1587,63,12,63,13.89,4.17,0.5,0.75,3,3,0.9383157894736842,0.4798825867360294
1108,,after_candidate_limit,,1938,77,13,77,13.89,8.33,0.5,0.75,3,8,0.9382765550239235,0.47832340256872746
1109,,after_candidate_limit,,1305,52,5,52,12.78,7.67,1.33,2,2,1,0.9382602870813397,0.5070967771457672
1110,,after_candidate_limit,,2436,97,11,97,15,4.5,3,4.5,3,2,0.9382583732057417,0.4842780356017813
