ranked_position,selected_rank,disposition,representative_system_id,regime_idx,param_idx,mn_idx,geometry_idx,d_pos,d_neg,steepness_pos,steepness_neg,M,N,roc_auc,pr_auc
2578,,after_candidate_limit,,1696,67,21,67,13.89,4.17,1.33,3.67,20,2,0.8826799043062201,0.37049902525505823
2579,,after_candidate_limit,,2045,81,20,81,13.89,8.33,1.33,3.67,20,1,0.8489344497607656,0.3704939771036663
2580,,after_candidate_limit,,3872,154,22,154,9.44,5.66,0.5,0.75,20,3,0.8574602870813397,0.37046825724730414
2581,,after_candidate_limit,,621,24,21,24,11.67,7,1.33,2,20,2,0.8581315789473685,0.3703745805784653
2582,,after_candidate_limit,,2622,104,22,104,15,6.75,3,4.5,20,3,0.8848636363636364,0.3703488660158885
2583,,after_candidate_limit,,1296,51,21,51,12.78,7.67,0.5,2,20,2,0.8729645933014354,0.3702980796954952
2584,,after_candidate_limit,,1041,41,16,41,12.78,3.83,3,4.5,6,2,0.8791684210526316,0.3701616732344595
2585,,after_candidate_limit,,1272,50,22,50,12.78,7.67,0.5,1.38,20,3,0.8788717703349282,0.3701000878887465
2586,,after_candidate_limit,,3746,149,21,149,9.44,4.25,0.5,2,20,2,0.8575047846889953,0.37008434720898753
2587,,after_candidate_limit,,1017,40,17,40,12.78,3.83,2.17,3.25,6,3,0.8792358851674641,0.3699810495587051
2588,,after_candidate_limit,,3696,147,21,147,9.44,4.25,0.5,0.75,20,2,0.8575736842105263,0.3699742973249923
2589,,after_candidate_limit,,3721,148,21,148,9.44,4.25,0.5,1.38,20,2,0.8575090909090909,0.36982246045889816
2590,,after_candidate_limit,,3971,158,21,158,9.44,5.66,1.33,3.67,20,2,0.8178751196172249,0.3695386109661758
