effect_level,observed_pair_survival,anchored_nested_survival
-0.049092835019414555,0.8512820512820513,0.8212893843562057
-0.047422215601751416,0.8512820512820513,0.8179126529031853
-0.045751596184088306,0.8512820512820513,0.8131024924316023
-0.044080976766425195,0.8512820512820513,0.810376049388129
-0.042410357348762084,0.8512820512820513,0.8062050062153867
-0.04073973793109892,0.8512820512820513,0.8016522078317297
-0.03906911851343581,0.8512820512820513,0.796191297793167
-0.0373984990957727,0.8512820512820513,0.7895129368250495
-0.035727879678109586,0.8512820512820513,0.7822190898942224
-0.03405726026044642,0.8512820512820513,0.7747672875640252
-0.03238664084278331,0.8512820512820513,0.7688376107107963
-0.0307160214251202,0.8512820512820513,0.7598133067920273
-0.02904540200745709,0.8512820512820513,0.7494943806965322
-0.027374782589793922,0.8512820512820513,0.7405306204481273
-0.02570416317213081,0.8310134310134311,0.7268953422514122
-0.0240335437544677,0.8310134310134311,0.715177893369141
-0.02236292433680459,0.810989010989011,0.7004308499591118
-0.020692304919141424,0.7912087912087912,0.685661078131653
-0.019021685501478314,0.7716727716727717,0.6722456735811518
-0.017351066083815203,0.7716727716727717,0.6602620418441969
-0.015680446666152092,0.7716727716727717,0.6469912950620165
-0.014009827248488926,0.7716727716727717,0.6310088949271425
-0.012339207830825816,0.7716727716727717,0.6161723120588185
-0.010668588413162705,0.7716727716727717,0.5983893546089276
-0.008997968995499595,0.7523809523809524,0.5767861998841374
-0.007327349577836484,0.7333333333333333,0.5557506432377248
-0.005656730160173318,0.7333333333333333,0.5368327755681604
-0.003986110742510207,0.6959706959706959,0.507634917512813
-0.0023154913248470965,0.6776556776556777,0.486380711212168
-0.0006448719071839859,0.6595848595848596,0.46347950493165674
0.0,0.6595848595848596,0.45741905034279823
0.0010257475104791802,0.6417582417582418,0.43986015963879505
0.002696366928142291,0.6241758241758242,0.41415472719497876
0.0043669863458054015,0.6068376068376068,0.3893041416703041
0.006037605763468512,0.5897435897435898,0.36882329638695444
0.007708225181131678,0.5728937728937729,0.3456518099174799
0.009378844598794789,0.5238095238095238,0.31694048411167586
0.0110494640164579,0.49230769230769234,0.2886874873382133
0.01272008343412101,0.47692307692307695,0.26564647981194844
0.014390702851784176,0.4468864468864469,0.2399316388595285
0.016061322269447287,0.37606837606837606,0.2116393166395232
0.017731941687110397,0.34945054945054943,0.1902757492403082
0.019402561104773508,0.31135531135531136,0.16880673865767068
0.021073180522436674,0.2754578754578755,0.15124453498926516
0.022743799940099785,0.2754578754578755,0.13992002007756307
0.024414419357762895,0.25274725274725274,0.12475717720525983
0.026085038775426006,0.24175824175824176,0.11173825286907231
0.027755658193089117,0.23101343101343103,0.10113901665079868
0.029426277610752283,0.20024420024420025,0.0881368240303252
0.031096897028415393,0.18095238095238095,0.07828056720549383
0.032767516446078504,0.18095238095238095,0.07138812192647298
0.034438135863741615,0.1452991452991453,0.05909069629135487
0.03610875528140478,0.1452991452991453,0.053136990363491204
0.03777937469906789,0.1452991452991453,0.04701729682397545
0.039449994116731,0.11355311355311355,0.037515017358591515
0.04112061353439411,0.11355311355311355,0.03333066658847523
0.04279123295205728,0.09914529914529914,0.027923006955923802
0.04446185236972039,0.08571428571428572,0.023627717000893434
0.0461324717873835,0.07936507936507936,0.020690984621045478
0.04780309120504661,0.05128205128205128,0.014948438322449582
0.04947371062270978,0.05128205128205128,0.013612202743119636
0.05114433004037289,0.0463980463980464,0.011753028902866535
0.052814949458036,0.03736263736263736,0.00964007017126484
0.05448556887569911,0.03321123321123321,0.008339069820359183
0.056156188293362275,0.03321123321123321,0.007336967670708231
0.057826807711025385,0.029304029304029304,0.00639055683002048
0.059497427128688496,0.029304029304029304,0.005709199401391518
0.06116804654635161,0.01904761904761905,0.004114578578833017
0.06283866596401472,0.013431013431013432,0.003109945665892738
0.06450928538167788,0.013431013431013432,0.0028270019013530534
0.066179904799341,0.01098901098901099,0.0023335429394165286
0.0678505242170041,0.01098901098901099,0.002146852951598792
0.06952114363466722,0.008791208791208791,0.0017526879641518167
0.07119176305233038,0.008791208791208791,0.001579317152577424
0.07286238246999349,0.006837606837606838,0.0012306746468797932
0.0745330018876566,0.005128205128205128,0.0009572655535671621
0.07620362130531971,0.003663003663003663,0.000724718523930665
0.07787424072298288,0.002442002442002442,0.00047555765093807063
0.07954486014064599,0.002442002442002442,0.0004420344221768427
0.0812154795583091,0.002442002442002442,0.00037925839060254856
0.08288609897597221,0.0014652014652014652,0.00023607475286372282
0.08455671839363538,0.0007326007326007326,0.00015215116020398712
0.08622733781129849,0.0007326007326007326,0.00013103824384499114
0.0878979572289616,0.0002442002442002442,6.514140640804106e-05
0.08956857664662471,0.0002442002442002442,5.729627392211673e-05
0.09123919606428788,0.0002442002442002442,5.176312286486271e-05
0.09290981548195099,0.0002442002442002442,4.462649544591919e-05
0.0945804348996141,0.0002442002442002442,4.265789713934963e-05
0.09625105431727721,0.0002442002442002442,3.8222618605942276e-05
0.09792167373494032,0.0002442002442002442,3.644504111664033e-05
0.09959229315260348,0.0002442002442002442,3.1965004768721845e-05
0.1012629125702666,0.0002442002442002442,2.98866190247721e-05
0.1029335319879297,0.0002442002442002442,2.8379948965287705e-05
0.10460415140559282,0.0002442002442002442,2.5578737651665104e-05
0.10627477082325598,0.0002442002442002442,2.212921757781736e-05
0.10794539024091909,0.0,0.0
0.1096160096585822,0.0,0.0
0.11128662907624531,0.0,0.0
0.11295724849390848,0.0,0.0
0.11462786791157159,0.0,0.0
0.1162984873292347,0.0,0.0
0.11796910674689781,0.0,0.0
0.11963972616456098,0.0,0.0
0.12131034558222409,0.0,0.0
0.1229809649998872,0.0,0.0
0.12465158441755031,0.0,0.0
0.12632220383521348,0.0,0.0
0.1279928232528766,0.0,0.0
0.1296634426705397,0.0,0.0
0.1313340620882028,0.0,0.0
0.13300468150586592,0.0,0.0
0.13467530092352908,0.0,0.0
0.1363459203411922,0.0,0.0
0.1380165397588553,0.0,0.0
0.13968715917651842,0.0,0.0
0.14135777859418158,0.0,0.0
0.1430283980118447,0.0,0.0
0.1446990174295078,0.0,0.0
0.14636963684717091,0.0,0.0
0.14804025626483408,0.0,0.0
0.1497108756824972,0.0,0.0
0.1513814951001603,0.0,0.0
0.1530521145178234,0.0,0.0
0.15472273393548658,0.0,0.0
0.1563933533531497,0.0,0.0
0.1580639727708128,0.0,0.0
0.1597345921884759,0.0,0.0
0.16140521160613908,0.0,0.0
0.1630758310238022,0.0,0.0
0.1647464504414653,0.0,0.0
0.1664170698591284,0.0,0.0
0.16808768927679152,0.0,0.0
0.16975830869445468,0.0,0.0
0.1714289281121178,0.0,0.0
0.1730995475297809,0.0,0.0
0.17477016694744402,0.0,0.0
0.17644078636510718,0.0,0.0
0.1781114057827703,0.0,0.0
0.1797820252004334,0.0,0.0
0.18145264461809651,0.0,0.0
0.18312326403575968,0.0,0.0
0.1847938834534228,0.0,0.0
0.1864645028710859,0.0,0.0
0.188135122288749,0.0,0.0
0.18980574170641218,0.0,0.0
0.1914763611240753,0.0,0.0
0.1931469805417384,0.0,0.0
0.1948175999594015,0.0,0.0
0.19648821937706468,0.0,0.0
0.1981588387947278,0.0,0.0
0.1998294582123909,0.0,0.0
0.201500077630054,0.0,0.0
0.20317069704771717,0.0,0.0
0.20484131646538029,0.0,0.0
0.2065119358830434,0.0,0.0
0.2081825553007065,0.0,0.0
0.20985317471836962,0.0,0.0
0.21152379413603273,0.0,0.0
0.21319441355369584,0.0,0.0
0.21486503297135906,0.0,0.0
0.21653565238902217,0.0,0.0
0.21820627180668528,0.0,0.0
0.2198768912243484,0.0,0.0
0.2215475106420115,0.0,0.0
0.2232181300596746,0.0,0.0
0.22488874947733772,0.0,0.0
0.22655936889500083,0.0,0.0
