endpoint_id,score_focal_hla__pr__regime_1225,score_focal_hla__pr__regime_1400,score_focal_hla__pr__regime_1451,score_focal_hla__pr__regime_1452,score_focal_hla__pr__regime_1775,score_focal_hla__pr__regime_1925,score_focal_hla__pr__regime_1926,score_focal_hla__pr__regime_2100,score_focal_hla__pr__regime_2101,score_focal_hla__pr__regime_2127,score_focal_hla__pr__regime_2153,score_focal_hla__pr__regime_2154,score_focal_hla__pr__regime_2275,score_focal_hla__pr__regime_2450,score_focal_hla__pr__regime_2451,score_focal_hla__pr__regime_2502,score_focal_hla__pr__regime_2625,score_focal_hla__pr__regime_2627,score_focal_hla__pr__regime_2676,score_focal_hla__pr__regime_725
nci_obs_000010,-9.569069862365723,-8.884847640991211,-8.88483715057373,-8.88483715057373,-8.88483715057373,-8.88483715057373,-8.88483715057373,-8.233617782592773,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-8.233588218688965,-9.569069862365723
nci_obs_000011,-0.3811473846435547,-0.5836970806121826,-0.4199092984199524,-0.3834153413772583,-0.37194308638572693,-0.37655335664749146,-0.3719830811023712,-0.648701012134552,-0.4432714879512787,-0.3902024030685425,-0.37180304527282715,-0.37180304527282715,-0.3718130588531494,-0.3720630705356598,-0.37180304527282715,-0.37180304527282715,-0.3756602108478546,-0.37180304527282715,-0.37187302112579346,-0.531576931476593
nci_obs_000012,-0.691955029964447,-1.1911321878433228,-0.8150718212127686,-0.6239385008811951,-0.5915130376815796,-0.7490056157112122,-0.6026147603988647,-1.1012579202651978,-0.7766972184181213,-0.6358350515365601,-0.5905725955963135,-0.5905725955963135,-0.591823399066925,-0.6202929019927979,-0.5909626483917236,-0.5905725955963135,-0.7836815714836121,-0.5906825661659241,-0.6202929019927979,-1.260972499847412
nci_obs_000013,-6.215117454528809,-5.7380852699279785,-5.738065242767334,-5.738065242767334,-5.738065242767334,-5.738065242767334,-5.738065242767334,-5.274435997009277,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-5.274386405944824,-6.215117454528809
nci_obs_000014,-0.4359402358531952,-1.9303386211395264,-1.9259984493255615,-1.9258184432983398,-0.39624297618865967,-0.47642257809638977,-0.40124252438545227,-1.5276844501495361,-1.5165361166000366,-1.5159759521484375,-1.038474440574646,-0.39656344056129456,-0.3956623077392578,-0.40962091088294983,-0.39504197239875793,-0.39482197165489197,-0.5559183955192566,-0.3969041407108307,-0.40144386887550354,-2.0884339809417725
nci_obs_000015,-0.5449181795120239,-1.4077054262161255,-0.7518892288208008,-0.5786071419715881,-0.5221103429794312,-0.536625325679779,-0.5231108069419861,-2.1669960021972656,-1.86634361743927,-1.0792436599731445,-0.5230709910392761,-0.5219203233718872,-0.522010326385498,-0.5241127014160156,-0.5219303369522095,-0.5219203233718872,-0.5487777590751648,-0.5219403505325317,-0.5225304961204529,-0.7386488318443298
nci_obs_000016,-4.785260200500488,-4.1646504402160645,-4.164600372314453,-4.164600372314453,-4.164600372314453,-4.164600372314453,-4.164600372314453,-3.521028518676758,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-3.5207483768463135,-4.785260200500488
nci_obs_000017,-0.6966412663459778,-1.0589498281478882,-0.793056309223175,-0.7424687147140503,-0.6892349720001221,-0.6962794661521912,-0.6896250247955322,-1.5850739479064941,-1.0585134029388428,-0.8063546419143677,-0.6913573145866394,-0.6891949772834778,-0.6892049908638,-0.6896151304244995,-0.6891949772834778,-0.6891949772834778,-0.6979342699050903,-0.6892249584197998,-0.6893150210380554,-0.9428024291992188
nci_obs_000018,-0.8904218077659607,-1.1717649698257446,-1.0080571174621582,-0.9112916588783264,-0.8679810762405396,-0.8841657042503357,-0.8680812120437622,-1.2796399593353271,-1.000566005706787,-0.9121531844139099,-0.8668703436851501,-0.8668103218078613,-0.8668802976608276,-0.868821382522583,-0.8668203353881836,-0.8668103218078613,-0.8812438249588013,-0.8668303489685059,-0.8669503927230835,-1.1872178316116333
nci_obs_000019,2.3723673820495605,0.4792453646659851,1.0321412086486816,1.7820754051208496,2.3750696182250977,2.366281032562256,2.374809503555298,0.8863819241523743,0.8919081687927246,0.8920881748199463,2.3441877365112305,2.3750696182250977,2.3750696182250977,2.374859571456909,2.3750696182250977,2.3750696182250977,2.3423397541046143,2.374999761581421,2.3750295639038086,1.3073339462280273
