ranked_position,selected_rank,disposition,representative_system_id,regime_idx,param_idx,mn_idx,geometry_idx,d_pos,d_neg,steepness_pos,steepness_neg,M,N,roc_auc,pr_auc
355,,after_candidate_limit,,2707,108,7,108,15,9,1.33,2,2,3,0.9488267942583732,0.5037771111141152
356,,after_candidate_limit,,2380,95,5,95,15,4.5,1.33,3.67,2,1,0.9488354066985646,0.5037428856659562
357,,after_candidate_limit,,1101,44,1,44,12.78,5.75,0.5,2,1,2,0.9563636363636364,0.5036721527481608
358,,after_candidate_limit,,1076,43,1,43,12.78,5.75,0.5,1.38,1,2,0.9563559808612441,0.5036549503127066
359,,after_candidate_limit,,2307,92,7,92,15,4.5,0.5,1.38,2,3,0.9539502392344498,0.5036228198950864
360,,after_candidate_limit,,1529,61,4,61,13.89,12.5,2.17,3.25,1,15,0.9546363636363636,0.503603494513498
361,,after_candidate_limit,,1554,62,4,62,13.89,12.5,3,4.5,1,15,0.954355023923445,0.5035943023702881
362,,after_candidate_limit,,2332,93,7,93,15,4.5,0.5,2,2,3,0.9539483253588517,0.5035481762695247
363,,after_candidate_limit,,1504,60,4,60,13.89,12.5,1.33,3.67,1,15,0.9555387559808612,0.5034931428223381
364,,after_candidate_limit,,1479,59,4,59,13.89,12.5,1.33,2,1,15,0.9555090909090909,0.5033851631405207
365,,after_candidate_limit,,2606,104,6,104,15,6.75,3,4.5,2,2,0.94768995215311,0.503375437672789
366,,after_candidate_limit,,1277,51,2,51,12.78,7.67,0.5,2,1,3,0.956401913875598,0.5031265856756569
367,,after_candidate_limit,,2581,103,6,103,15,6.75,2.17,3.25,2,2,0.9478296650717704,0.5031222169671759
368,,after_candidate_limit,,1252,50,2,50,12.78,7.67,0.5,1.38,1,3,0.9564038277511961,0.5030459040025496
369,,after_candidate_limit,,1455,58,5,58,13.89,12.5,0.5,2,2,1,0.9503244019138756,0.5028125828297395
370,,after_candidate_limit,,1931,77,6,77,13.89,8.33,0.5,0.75,2,2,0.9495894736842105,0.5027140265298313
371,,after_candidate_limit,,2556,102,6,102,15,6.75,1.33,3.67,2,2,0.9487961722488039,0.5026943792101929
372,,after_candidate_limit,,2531,101,6,101,15,6.75,1.33,2,2,2,0.9487971291866029,0.5026756516387357
373,,after_candidate_limit,,1227,49,2,49,12.78,7.67,0.5,0.75,1,3,0.9564076555023924,0.5025856768968375
374,,after_candidate_limit,,825,33,0,33,12.78,11.5,2.17,3.25,1,1,0.9510066985645933,0.5022770586161172
375,,after_candidate_limit,,2156,86,6,86,15,13.5,0.5,2,2,2,0.9505205741626794,0.5022427706507963
376,,after_candidate_limit,,2132,85,7,85,15,13.5,0.5,1.38,2,3,0.9528861244019139,0.502179978107613
377,,after_candidate_limit,,2285,91,10,91,15,4.5,0.5,0.75,3,1,0.944600956937799,0.5021502721388899
378,,after_candidate_limit,,1981,79,6,79,13.89,8.33,0.5,2,2,2,0.9495942583732058,0.5018650324302457
379,,after_candidate_limit,,850,34,0,34,12.78,11.5,3,4.5,1,1,0.9501636363636363,0.501727060515225
380,,after_candidate_limit,,1727,69,2,69,13.89,4.17,3,4.5,1,3,0.9541866028708134,0.5017075740021886
381,,after_candidate_limit,,1677,67,2,67,13.89,4.17,1.33,3.67,1,3,0.9553712918660288,0.5016405588393865
382,,after_candidate_limit,,1652,66,2,66,13.89,4.17,1.33,2,1,3,0.9553703349282296,0.501636382945682
383,,after_candidate_limit,,1702,68,2,68,13.89,4.17,2.17,3.25,1,3,0.9544641148325359,0.5016134570015671
384,,after_candidate_limit,,1956,78,6,78,13.89,8.33,0.5,1.38,2,2,0.9495531100478469,0.5015540322024945
385,,after_candidate_limit,,1580,63,5,63,13.89,4.17,0.5,0.75,2,1,0.9495464114832536,0.5014178916281292
386,,after_candidate_limit,,1456,58,6,58,13.89,12.5,0.5,2,2,2,0.9504937799043062,0.5009969433753213
387,,after_candidate_limit,,1431,57,6,57,13.89,12.5,0.5,1.38,2,2,0.9507081339712918,0.5009809397592817
388,,after_candidate_limit,,926,37,1,37,12.78,3.83,0.5,2,1,2,0.9562641148325359,0.5005641067351438
389,,after_candidate_limit,,1150,46,0,46,12.78,5.75,1.33,3.67,1,1,0.9512421052631579,0.5005074951498285
390,,after_candidate_limit,,2283,91,8,91,15,4.5,0.5,0.75,2,8,0.9539215311004785,0.5005019486193417
391,,after_candidate_limit,,2284,91,9,91,15,4.5,0.5,0.75,2,15,0.9539215311004785,0.5005019486193417
392,,after_candidate_limit,,2308,92,8,92,15,4.5,0.5,1.38,2,8,0.9539215311004785,0.5005019486193417
