endpoint_id,score_mono_q_full_pn__roc__regime_1750,score_mono_q_full_pn__roc__regime_1925,score_mono_q_full_pn__roc__regime_1976,score_mono_q_full_pn__roc__regime_2104,score_mono_q_full_pn__roc__regime_2128,score_mono_q_full_pn__roc__regime_2275,score_mono_q_full_pn__roc__regime_2277,score_mono_q_full_pn__roc__regime_2278,score_mono_q_full_pn__roc__regime_2279,score_mono_q_full_pn__roc__regime_2326,score_mono_q_full_pn__roc__regime_2450,score_mono_q_full_pn__roc__regime_2452,score_mono_q_full_pn__roc__regime_2453,score_mono_q_full_pn__roc__regime_2454,score_mono_q_full_pn__roc__regime_2476,score_mono_q_full_pn__roc__regime_2625,score_mono_q_full_pn__roc__regime_2629,score_mono_q_full_pn__roc__regime_2653,score_mono_q_full_pn__roc__regime_2676,score_mono_q_full_pn__roc__regime_2677
nci_obs_000010,-3.6922454833984375,-3.6922454833984375,-3.6922454833984375,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986939430236816,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594,-3.4986839294433594
nci_obs_000011,-0.09541919827461243,-0.18697670102119446,-0.08938965201377869,-0.0874878317117691,-0.10331235826015472,-0.0894697979092598,-0.0874878317117691,-0.0874878317117691,-0.0874878317117691,-0.08749784529209137,-0.10079600661993027,-0.08749784529209137,-0.0874878317117691,-0.0874878317117691,-0.08756782114505768,-0.3218945562839508,-0.0874878317117691,-0.0874878317117691,-0.10993794351816177,-0.08994082361459732
nci_obs_000012,-0.19789618253707886,-0.32289212942123413,-0.18239131569862366,-0.18041938543319702,-0.18041938543319702,-0.1819099634885788,-0.18041938543319702,-0.18041938543319702,-0.18041938543319702,-0.18041938543319702,-0.2079383134841919,-0.18041938543319702,-0.18041938543319702,-0.18041938543319702,-0.1804293990135193,-0.33416977524757385,-0.18041938543319702,-0.18041938543319702,-0.2043541669845581,-0.18048936128616333
nci_obs_000013,-0.7913830876350403,-0.7915230989456177,-0.791373074054718,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.4226495921611786,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.42290961742401123,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406,-0.42262956500053406
nci_obs_000014,-0.12105539441108704,-0.19450899958610535,-0.11415250599384308,-0.1150641143321991,-0.6687840819358826,-0.11370199173688889,-0.11282160133123398,-0.11282160133123398,-0.11282160133123398,-0.11282160133123398,-0.12767130136489868,-0.11282160133123398,-0.11282160133123398,-0.11282160133123398,-0.11283161491155624,-0.2740355134010315,-0.11282160133123398,-0.11282160133123398,-0.11946360021829605,-0.11301164329051971
nci_obs_000015,-0.1583089530467987,-0.1709730476140976,-0.15645797550678253,-0.1562679260969162,-0.15769892930984497,-0.15635794401168823,-0.1562679260969162,-0.1562679260969162,-0.1562679260969162,-0.1562679260969162,-0.1584603190422058,-0.1562679260969162,-0.1562679260969162,-0.1562679260969162,-0.1562679260969162,-0.18313565850257874,-0.1562679260969162,-0.1562679260969162,-0.15687811374664307,-0.1562679260969162
nci_obs_000016,-1.8981786966323853,-1.8981786966323853,-1.8981786966323853,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482,-1.2904880046844482
nci_obs_000017,-0.16561253368854523,-0.17369791865348816,-0.16437137126922607,-0.16411133110523224,-0.16792860627174377,-0.16413135826587677,-0.16406132280826569,-0.16406132280826569,-0.16406132280826569,-0.16406132280826569,-0.16502173244953156,-0.16406132280826569,-0.16406132280826569,-0.16406132280826569,-0.16406132280826569,-0.17938745021820068,-0.16406132280826569,-0.16406132280826569,-0.16447141766548157,-0.1641213446855545
nci_obs_000018,-0.15553900599479675,-0.1673801839351654,-0.15383780002593994,-0.15333767235279083,-0.15367770195007324,-0.15343770384788513,-0.15333767235279083,-0.15333767235279083,-0.15333767235279083,-0.15333767235279083,-0.1549488753080368,-0.15333767235279083,-0.15333767235279083,-0.15333767235279083,-0.1533476859331131,-0.16604864597320557,-0.15333767235279083,-0.15333767235279083,-0.1535876840353012,-0.15333767235279083
nci_obs_000019,2.6333112716674805,2.6245627403259277,2.633371353149414,2.633371353149414,2.599245548248291,2.633371353149414,2.633371353149414,2.633371353149414,2.633371353149414,2.633371353149414,2.6331613063812256,2.633371353149414,2.633371353149414,2.633371353149414,2.633371353149414,2.600569248199463,2.633371353149414,2.633371353149414,2.633331298828125,2.633371353149414
