ranked_position,selected_rank,disposition,representative_system_id,regime_idx,param_idx,mn_idx,geometry_idx,d_pos,d_neg,steepness_pos,steepness_neg,M,N,roc_auc,pr_auc
182,,after_candidate_limit,,700,28,0,28,12.78,11.5,0.5,0.75,1,1,0.9568162679425838,0.5253593289182735
183,,after_candidate_limit,,1225,49,0,49,12.78,7.67,0.5,0.75,1,1,0.9567885167464115,0.5410985810885588
184,,after_candidate_limit,,1275,51,0,51,12.78,7.67,0.5,2,1,1,0.9567626794258374,0.5379360475363073
185,,after_candidate_limit,,1250,50,0,50,12.78,7.67,0.5,1.38,1,1,0.9566708133971292,0.5378072667322475
186,,after_candidate_limit,,1425,57,0,57,13.89,12.5,0.5,1.38,1,1,0.9565311004784689,0.539333145279849
187,,after_candidate_limit,,2126,85,1,85,15,13.5,0.5,1.38,1,2,0.9563617224880383,0.5508338382072923
188,,after_candidate_limit,,725,29,0,29,12.78,11.5,0.5,1.38,1,1,0.9562698564593302,0.5167193496116329
189,,after_candidate_limit,,2151,86,1,86,15,13.5,0.5,2,1,2,0.9560784688995215,0.54954684402756
190,,after_candidate_limit,,2025,81,0,81,13.89,8.33,1.33,3.67,1,1,0.9560047846889952,0.5463388072169061
191,,after_candidate_limit,,2000,80,0,80,13.89,8.33,1.33,2,1,1,0.9559904306220096,0.5446168727880265
192,,after_candidate_limit,,701,28,1,28,12.78,11.5,0.5,0.75,1,2,0.9559502392344498,0.5061024534164427
193,,after_candidate_limit,,750,30,0,30,12.78,11.5,0.5,2,1,1,0.9559454545454545,0.5132376504118653
194,,after_candidate_limit,,1450,58,0,58,13.89,12.5,0.5,2,1,1,0.9559234449760765,0.534309556624135
195,,after_candidate_limit,,726,29,1,29,12.78,11.5,0.5,1.38,1,2,0.9558095693779904,0.5089119785083718
196,,after_candidate_limit,,1050,42,0,42,12.78,5.75,0.5,0.75,1,1,0.9557282296650718,0.5267502760359657
197,,after_candidate_limit,,2100,84,0,84,15,13.5,0.5,0.75,1,1,0.9556593301435407,0.5705885259691241
198,,after_candidate_limit,,751,30,1,30,12.78,11.5,0.5,2,1,2,0.9556334928229665,0.5079546305664109
199,,after_candidate_limit,,2630,105,5,105,15,9,0.5,0.75,2,1,0.9556181818181818,0.5532692279591762
200,,after_candidate_limit,,1075,43,0,43,12.78,5.75,0.5,1.38,1,1,0.9555808612440191,0.5179317822052922
201,,after_candidate_limit,,1100,44,0,44,12.78,5.75,0.5,2,1,1,0.955577990430622,0.5152261865410772
202,,after_candidate_limit,,2655,106,5,106,15,9,0.5,1.38,2,1,0.9555129186602871,0.5493898921585186
203,,after_candidate_limit,,2177,87,2,87,15,13.5,1.33,2,1,3,0.9554899521531101,0.5278011482593248
204,,after_candidate_limit,,2680,107,5,107,15,9,0.5,2,2,1,0.9554555023923444,0.5481215815676131
205,,after_candidate_limit,,702,28,2,28,12.78,11.5,0.5,0.75,1,3,0.9552133971291866,0.5009565285455282
