comparison,comparison_label,assay_id,paired_auroc_difference
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,P53_HUMAN_Giacomelli_2018_WT_Nutlin,0.012655917411664386
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,P53_HUMAN_Kotler_2018,0.06962404824129698
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,P84126_THETH_Chan_2017,0.003482623669928686
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PABP_YEAST_Melamed_2013,0.05706740561792445
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PKN1_HUMAN_Tsuboyama_2023_1URF,0.027255518968696935
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,POLG_HCVJF_Qi_2014,-0.27259107902067137
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,POLG_PESV_Tsuboyama_2023_2MXD,-0.11066126855600555
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PPARG_HUMAN_Majithia_2016,0.019903436620235082
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PRKN_HUMAN_Clausen_2023,-0.0748307276904655
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PSAE_PICP2_Tsuboyama_2023_1PSE,0.1013159808055839
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,PTEN_HUMAN_Mighell_2018,-0.01606015240911185
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,Q2N0S5_9HIV1_Haddox_2018,-0.2312642461234945
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,Q59976_STRSQ_Romero_2015,-0.05028975474683539
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,Q8WTC7_9CNID_Somermeyer_2022,-0.19584414359167895
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,R1AB_SARS2_Flynn_2022,-0.281569942548193
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RASH_HUMAN_Bandaru_2017,0.006255571387038139
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RDRP_I33A0_Li_2023,-0.08238140397656468
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL20_AQUAE_Tsuboyama_2023_1GYZ,0.06335670717064512
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL40A_YEAST_Mavor_2016,0.07991301260429617
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL40A_YEAST_Roscoe_2013,0.08589386739764415
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RL40A_YEAST_Roscoe_2014,0.08477958082773251
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,RPC1_LAMBD_Li_2019_high-expression,0.07154408933384682
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,S22A1_HUMAN_Yee_2023_abundance,0.016412175130105178
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,S22A1_HUMAN_Yee_2023_activity,0.009014569376305515
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SDA_BACSU_Tsuboyama_2023_1PV0,-0.0016557151872889087
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SPG1_STRSG_Olson_2014,0.11516361267476238
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SPIKE_SARS2_Starr_2020_binding,-0.15763773793803504
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SPIKE_SARS2_Starr_2020_expression,-0.24805857380120577
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SRC_HUMAN_Ahler_2019,0.030772486772486785
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SUMO1_HUMAN_Weile_2017,0.028628571428571448
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,SYUA_HUMAN_Newberry_2020,0.026068481508895958
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TAT_HV1BR_Fernandes_2016,-0.18671494893221907
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TCRG1_MOUSE_Tsuboyama_2023_1E0L,0.10191065805625221
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,THO1_YEAST_Tsuboyama_2023_2WQG,0.06519134056262765
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TPK1_HUMAN_Weile_2017,0.05314555436096979
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TPMT_HUMAN_Matreyek_2018,0.01970987547561376
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TPOR_HUMAN_Bridgford_2020,0.018202999854376012
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TRPC_SACS2_Chan_2017,0.03017386610245021
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,TRPC_THEMA_Chan_2017,0.03106555762097707
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,UBE4B_HUMAN_Tsuboyama_2023_3L1X,0.03649677121771222
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,UBE4B_MOUSE_Starita_2013,-0.010235068142321446
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,VILI_CHICK_Tsuboyama_2023_1YU5,0.04889618071831958
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,VKOR1_HUMAN_Chiasson_2020_activity,0.002923872664901017
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,VRPI_BPT7_Tsuboyama_2023_2WNM,0.28824352273800047
esm2_650m_vs_eve_ensemble,ESM-2 650M − EVE ensemble,YNZC_BACSU_Tsuboyama_2023_2JVD,0.1490732522320264
