grid_index,c,kappa
772,-11.7,0.7285228988356287
773,-11.7,0.8008165287732435
774,-11.7,0.8802840841123949
775,-11.7,0.9676374561457335
776,-11.7,1.0636591793889987
777,-11.7,1.1692094417313288
778,-11.7,1.2852337902249547
779,-11.7,1.4127716015447394
780,-11.7,1.5529653929982221
781,-11.7,1.7070710574965884
782,-11.7,1.8764691141741663
783,-11.7,2.062677075442493
784,-11.7,2.2673630412661816
785,-11.7,2.4923606424417977
786,-11.7,2.739685466745529
787,-11.7,3.0115531150993715
788,-11.7,3.310399049507793
789,-11.7,3.638900410567892
790,-11.7,4.000000000000001
791,-11.65,0.00010000000000000009
792,-11.65,0.00010992331607601645
793,-11.65,0.00012083135417147784
794,-11.65,0.00013282183136484435
795,-11.65,0.0001460021615091313
796,-11.65,0.00016049041747349827
797,-11.65,0.00017641638887111135
798,-11.65,0.0001939227447486859
799,-11.65,0.00021316631165338437
800,-11.65,0.00023431947852633578
801,-11.65,0.00025757174100817686
802,-11.65,0.00028313139899091653
803,-11.65,0.0003112274226232321
804,-11.65,0.00034211150348537436
805,-11.65,0.00037606030930863974
806,-11.65,0.00041337796243778044
807,-11.65,0.0004543987642390775
808,-11.65,0.0004994901898600331
809,-11.65,0.0005490561801685379
810,-11.65,0.0006035407603615637
811,-11.65,0.000663432017659834
812,-11.65,0.0007292664737217114
813,-11.65,0.0008016338909455349
814,-11.65,0.0008811825557165285
815,-11.65,0.0009686250859269985
816,-11.65,0.0010647448147951186
817,-11.65,0.001170402808170232
818,-11.65,0.0012865455781875354
819,-11.65,0.0014142135623730968
820,-11.65,0.0015545504441572683
821,-11.65,0.0017088133982921087
822,-11.65,0.0018783843529539507
823,-11.65,0.0020647823694200057
824,-11.65,0.0022696772502194106
825,-11.65,0.002494904497664117
826,-11.65,0.0027424817567620755
827,-11.65,0.003014626889812659
828,-11.65,0.0033137778446013506
829,-11.65,0.0036426144941781413
830,-11.65,0.0040040826438662224
831,-11.65,0.00440142042056198
832,-11.65,0.004838187280728665
833,-11.65,0.005318295896944991
834,-11.65,0.005846047208656651
835,-11.65,0.006426168951124776
836,-11.65,0.007063858007723712
837,-11.65,0.007764826964991121
838,-11.65,0.008535355287482936
839,-11.65,0.009382345570870835
840,-11.65,0.01031338537721247
841,-11.65,0.011336815206330902
842,-11.65,0.012461803212208992
843,-11.65,0.013698427333727649
844,-11.65,0.015057765575496863
845,-11.65,0.016551995247538986
846,-11.65,0.018194502052839467
847,-11.65,0.02000000000000001
848,-11.65,0.021984663215203284
849,-11.65,0.02416627083429558
850,-11.65,0.026564366272968886
851,-11.65,0.029200432301826246
852,-11.65,0.032098083494699614
853,-11.65,0.03528327777422226
854,-11.65,0.038784548949737194
