view_id,parent_cohort,model,branch,l2_variant,metric,view_value,parent_value,delta_from_parent,n_endpoints,n_positive,n_completed_zero_candidates,n_missing_computations,mapping_sha256
pdac_rojas_sethna,pdac_full,old_monoallelic,roc,top_frac_mean_frac0p05,roc_auc,0.5775225594749795,0.6635924462011419,-0.08606988672616234,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,old_monoallelic,roc,top_k_logsumexp_k10,roc_auc,0.5545529122231337,0.6609574000878349,-0.10640448786470114,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,old_monoallelic,roc,top_k_logsumexp_k2,roc_auc,0.6045939294503692,0.6570048309178744,-0.052410901467505266,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,old_monoallelic,roc,top_k_mean_k2,roc_auc,0.601312551271534,0.650197628458498,-0.048885077186964,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,old_monoallelic,roc,top_k_mean_k3,roc_auc,0.5676784249384742,0.6723759332454985,-0.10469750830702429,76,23,0,0,6db46a20128d56e1b7f67bc1da11979c1973c393a00a39ecd845635c0e52994a
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,endpoint_local_epitope_second_hla_hybrid_v1,average_precision,0.4200465553585502,0.2378874435797605,0.18215911177878968,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,logmeanexp,average_precision,0.368924366463571,0.16381121930367784,0.20511314715989318,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,logsumexp,average_precision,0.3341584986863118,0.15202296251691305,0.18213553616939876,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,max,average_precision,0.419660678453283,0.2378874435797605,0.18177323487352248,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,mean,average_precision,0.2827223267988649,0.17347642428474724,0.10924590251411764,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,median,average_precision,0.28407571384875435,0.13733302559191746,0.1467426882568369,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,top_frac_mean_frac0p01,average_precision,0.419660678453283,0.21231263394482186,0.20734804450846112,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,top_frac_mean_frac0p02,average_precision,0.419660678453283,0.20224886711473974,0.21741181133854323,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,top_frac_mean_frac0p05,average_precision,0.42397622485050585,0.16024472033341036,0.2637315045170955,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,top_k_logsumexp_k10,average_precision,0.3298595163327517,0.1602235689650893,0.16963594736766238,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,top_k_logsumexp_k2,average_precision,0.41030616360941663,0.1939200710392807,0.21638609257013594,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,top_k_mean_k2,average_precision,0.4055468690882356,0.1969078894483406,0.20863897963989503,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,pr,top_k_mean_k3,average_precision,0.3603404706464208,0.20627754796448636,0.15406292268193442,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,endpoint_local_epitope_second_hla_hybrid_v1,roc_auc,0.6177194421657096,0.7189284145805885,-0.10120897241487892,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,logmeanexp,roc_auc,0.4716981132075472,0.6752305665349143,-0.20353245332736714,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,logsumexp,roc_auc,0.5676784249384742,0.6745718050065876,-0.10689338006811344,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
pdac_rojas_sethna,pdac_full,mono_q_full_pn,roc,max,roc_auc,0.616078753076292,0.7189284145805885,-0.10284966150429653,76,23,0,0,8867cdc69e84101ae3115ff23218ca9455a9fb1e05471c5117a1e5e7727a4f4d
