evaluation_id,exact_vector_identical,rank_equivalent,system_a,system_b
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2277
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2278
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2279
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2326
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2450
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2452
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2453
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2625
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2275,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2278
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2279
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2326
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2450
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2452
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2453
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2625
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2277,focal_hla__roc__regime_2677
nci,true,true,focal_hla__roc__regime_2278,focal_hla__roc__regime_2279
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2326
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2450
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2452
nci,false,true,focal_hla__roc__regime_2278,focal_hla__roc__regime_2453
nci,true,true,focal_hla__roc__regime_2278,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2625
nci,false,true,focal_hla__roc__regime_2278,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2278,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2326
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2450
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2452
nci,false,true,focal_hla__roc__regime_2279,focal_hla__roc__regime_2453
nci,true,true,focal_hla__roc__regime_2279,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2625
nci,false,true,focal_hla__roc__regime_2279,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2279,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2450
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2452
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2453
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2625
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2326,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2452
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2453
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2625
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2450,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2453
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2625
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2452,focal_hla__roc__regime_2677
nci,false,true,focal_hla__roc__regime_2453,focal_hla__roc__regime_2454
nci,false,false,focal_hla__roc__regime_2453,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2453,focal_hla__roc__regime_2625
nci,false,true,focal_hla__roc__regime_2453,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2453,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2453,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2453,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2454,focal_hla__roc__regime_2476
nci,false,false,focal_hla__roc__regime_2454,focal_hla__roc__regime_2625
nci,false,true,focal_hla__roc__regime_2454,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2454,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2454,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2454,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2476,focal_hla__roc__regime_2625
nci,false,false,focal_hla__roc__regime_2476,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2476,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2476,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2476,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2625,focal_hla__roc__regime_2629
nci,false,false,focal_hla__roc__regime_2625,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2625,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2625,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2629,focal_hla__roc__regime_2653
nci,false,false,focal_hla__roc__regime_2629,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2629,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2653,focal_hla__roc__regime_2676
nci,false,false,focal_hla__roc__regime_2653,focal_hla__roc__regime_2677
nci,false,false,focal_hla__roc__regime_2676,focal_hla__roc__regime_2677
