endpoint_id,score_focal_hla__logmeanexp,score_focal_hla__logsumexp,score_focal_hla__max,score_focal_hla__mean,score_focal_hla__median,score_focal_hla__top_frac_mean_frac0p01,score_focal_hla__top_frac_mean_frac0p02,score_focal_hla__top_frac_mean_frac0p05,score_focal_hla__top_k_logsumexp_k10,score_focal_hla__top_k_logsumexp_k2,score_focal_hla__top_k_mean_k2,score_focal_hla__top_k_mean_k3,score_full_hla__logmeanexp,score_full_hla__logsumexp,score_full_hla__max,score_full_hla__mean,score_full_hla__median,score_full_hla__top_frac_mean_frac0p01,score_full_hla__top_frac_mean_frac0p02,score_full_hla__top_frac_mean_frac0p05,score_full_hla__top_k_logsumexp_k10,score_full_hla__top_k_logsumexp_k2,score_full_hla__top_k_mean_k2,score_full_hla__top_k_mean_k3,score_full_q_mono_pn__logmeanexp,score_full_q_mono_pn__logsumexp,score_full_q_mono_pn__max,score_full_q_mono_pn__mean,score_full_q_mono_pn__median,score_full_q_mono_pn__top_frac_mean_frac0p01,score_full_q_mono_pn__top_frac_mean_frac0p02,score_full_q_mono_pn__top_frac_mean_frac0p05,score_full_q_mono_pn__top_k_logsumexp_k10,score_full_q_mono_pn__top_k_logsumexp_k2,score_full_q_mono_pn__top_k_mean_k2,score_full_q_mono_pn__top_k_mean_k3,score_mono_q_full_pn__logmeanexp,score_mono_q_full_pn__logsumexp,score_mono_q_full_pn__max,score_mono_q_full_pn__mean,score_mono_q_full_pn__median,score_mono_q_full_pn__top_frac_mean_frac0p01,score_mono_q_full_pn__top_frac_mean_frac0p02,score_mono_q_full_pn__top_frac_mean_frac0p05,score_mono_q_full_pn__top_k_logsumexp_k10,score_mono_q_full_pn__top_k_logsumexp_k2,score_mono_q_full_pn__top_k_mean_k2,score_mono_q_full_pn__top_k_mean_k3,score_old_monoallelic__logmeanexp,score_old_monoallelic__logsumexp,score_old_monoallelic__max,score_old_monoallelic__mean,score_old_monoallelic__median,score_old_monoallelic__top_frac_mean_frac0p01,score_old_monoallelic__top_frac_mean_frac0p02,score_old_monoallelic__top_frac_mean_frac0p05,score_old_monoallelic__top_k_logsumexp_k10,score_old_monoallelic__top_k_logsumexp_k2,score_old_monoallelic__top_k_mean_k2,score_old_monoallelic__top_k_mean_k3,score_full_hla__self_gated_hillq_pdac_selected,score_focal_hla__self_gated_hillq_pdac_selected,score_old_monoallelic__self_gated_hillq_pdac_selected,score_mono_q_full_pn__self_gated_hillq_pdac_selected,score_full_q_mono_pn__self_gated_hillq_pdac_selected,score_full_hla__self_gated_hillq_all_contexts_selected,score_focal_hla__self_gated_hillq_all_contexts_selected,score_old_monoallelic__self_gated_hillq_all_contexts_selected,score_mono_q_full_pn__self_gated_hillq_all_contexts_selected,score_full_q_mono_pn__self_gated_hillq_all_contexts_selected
covid_spike.0002aea4f5490474f00493630d8c215a5c66a976d2197c9cf59dcf0311f848d0,-12.238678,-7.355876,-7.355876,-27.477423,-27.631021,-17.493448,-20.872639,-24.734571,-7.355876,-7.355876,-17.493448,-20.872639,-11.33453,-6.4517283,-6.4517283,-27.470572,-27.631021,-17.041374,-20.571257,-24.605408,-6.4517283,-6.4517283,-17.041374,-20.571257,-11.421366,-6.5385633,-6.5385633,-27.47123,-27.631021,-17.084793,-20.600203,-24.617813,-6.5385633,-6.5385633,-17.084793,-20.600203,-9.946421,-5.063618,-5.063618,-27.460056,-27.631021,-16.34732,-20.108553,-24.407106,-5.063618,-5.063618,-16.34732,-20.108553,-10.462061,-5.579259,-5.579259,-27.463963,-27.631021,-16.60514,-20.280434,-24.48077,-5.579259,-5.579259,-16.60514,-20.280434,-6.451728299999993,-7.355875999999937,-5.579259,-5.063618,-6.538563299999987,-6.45172821764186,-7.355875796540053,-5.579258999889388,-5.06361797947794,-6.538563210170601
covid_spike.000aeaec21d7fdd13df7a058b7e9b5283c7f1fb42c2c29dc5661e23b9d89411e,-8.308887,-4.4376855,-4.4376855,-27.147827,-27.631021,-4.4376855,-4.4376855,-19.89991,-4.4376855,-4.4376855,-16.034353,-19.89991,-7.506567,-3.6353657,-3.6353657,-27.131111,-27.631021,-3.6353657,-3.6353657,-19.63247,-3.6353657,-3.6353657,-15.633194,-19.63247,-7.4538546,-3.5826538,-3.5826538,-27.130014,-27.631021,-3.5826538,-3.5826538,-19.614899,-3.5826538,-3.5826538,-15.606837,-19.614899,-5.871444,-2.0002432,-2.0002432,-27.097048,-27.631021,-2.0002432,-2.0002432,-19.08743,-2.0002432,-2.0002432,-14.815632,-19.08743,-6.2407885,-2.3695872,-2.3695872,-27.104742,-27.631021,-2.3695872,-2.3695872,-19.210543,-2.3695872,-2.3695872,-15.000304,-19.210543,-3.6353657,-4.4376855,-2.3695872,-2.0002432,-3.5826538,-3.6353656982823512,-4.437685496138014,-2.3695871999999225,-2.0002431997023833,-3.582653798370547
covid_spike.002181e2f25a523fdecde57b4cd3a92ff81f3fe6c40622907e72082f6791ba08,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067
covid_spike.002a54ea7e490a9fa2dd4a92c7e1d9a90027e33e7813aeb4b02abc9d4a7eb1e5,-6.920075,-2.1838765,-2.6984773,-26.637106,-27.631021,-3.122247,-3.4939861,-8.746609,-2.1838765,-2.3418748,-3.122247,-3.4939861,-6.9031577,-2.1669593,-2.6981668,-26.621832,-27.631021,-3.117013,-3.4904768,-8.45643,-2.1669593,-2.3386006,-3.117013,-3.4904768,-6.9050913,-2.1688926,-2.6994488,-26.622454,-27.631021,-3.1177092,-3.4909608,-8.468251,-2.1688926,-2.3395283,-3.1177092,-3.4909608,-5.303148,-0.5669494,-1.2046362,-26.544203,-27.631021,-1.5301926,-1.8698686,-6.9814644,-0.5669494,-0.78496236,-1.5301926,-1.8698686,-5.3157444,-0.5795459,-1.2048763,-26.546959,-27.631021,-1.5301025,-1.8697753,-7.0338254,-0.5795459,-0.7849761,-1.5301025,-1.8697753,-2.3936484610259434,-2.394432215805388,-0.9141506162406212,-0.9039755180217517,-2.3785028393089345,-2.1716189119874967,-2.1883904616352456,-0.7478002978981075,-0.5725431335977,-2.1735465938864413
covid_spike.007e0636ff4954f82233b4901c953d3cb96bfc69dc16a61bfe1ee048da686151,-27.631021,-23.75982,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.75982,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.75982,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.75982,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.75982,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-23.840470126108816,-23.840470126108816,-23.840470126108816,-23.840470126108816,-23.840470126108816,-23.840470126108816,-23.840470126108816,-23.840470126108816,-23.840470126108816,-23.840470126108816
covid_spike.00b4aba22ed661d03d7b11cee10773fe9198ea0211d4ee9b029e42d7b26dfe25,-11.087822,-6.351623,-6.8540072,-26.975048,-27.631021,-7.1078916,-8.087813,-15.167509,-6.351623,-6.3828564,-7.1078916,-8.087813,-9.979542,-5.2433434,-6.0291476,-26.89863,-27.631021,-6.3633327,-6.5235586,-13.715576,-5.2433434,-5.615355,-6.3633327,-6.5235586,-10.242369,-5.5061703,-6.10459,-26.920027,-27.631021,-6.3962727,-6.8265724,-14.122113,-5.5061703,-5.6611757,-6.3962727,-6.8265724,-7.9948144,-3.258616,-4.2604985,-26.825817,-27.631021,-4.4530554,-4.5922575,-12.332154,-3.258616,-3.7414825,-4.4530554,-4.5922575,-8.729301,-3.9931033,-4.944007,-26.8588,-27.631021,-4.9703465,-5.192808,-12.958847,-3.9931033,-4.276852,-4.9703465,-5.192808,-5.49074725053746,-6.59415093617814,-4.360524585836228,-3.6264948615616683,-5.736744889168655,-5.250236188854386,-6.356029765386918,-4.256631902902466,-3.267404513718885,-5.511419424222552
covid_spike.00b570ae8c77d351948c6e1a4f1907d3b9ced4a5c311e7b047b79f2e7fef90fa,-6.1699796,-3.1742473,-3.2102273,-25.354279,-27.631021,-3.2102273,-3.2102273,-3.2102273,-3.1742473,-3.1742473,-4.8636,-12.452741,-6.170532,-3.1748,-3.2113252,-25.353624,-27.631021,-3.2113252,-3.2113252,-3.2113252,-3.1748,-3.1748,-4.8570414,-12.448368,-6.168987,-3.1732545,-3.2102997,-25.3528,-27.631021,-3.2102997,-3.2102997,-3.2102997,-3.1732545,-3.1732545,-4.8488193,-12.442886,-4.841348,-1.8456159,-1.9013935,-25.200977,-27.631021,-1.9013935,-1.9013935,-1.9013935,-1.8456159,-1.8456159,-3.3305755,-11.430724,-4.818851,-1.8231188,-1.8785039,-25.19905,-27.631021,-1.8785039,-1.8785039,-1.8785039,-1.8231188,-1.8231188,-3.3113158,-11.417885,-3.208799121463646,-3.207000409357489,-1.8755197887172335,-1.8983675315164543,-3.206891053587422,-3.176626196275428,-3.176046201889871,-1.8612715609964403,-1.8484047543584945,-3.1751068318378546
covid_spike.00c1dd640cce6fbcebf42848734e98205677dd338929f00a696f90d0cbe6a09b,-6.8641853,-2.3868487,-2.3868487,-27.344156,-27.631021,-2.3868487,-15.008935,-22.582188,-2.3868487,-2.3868487,-15.008935,-19.216297,-6.551781,-2.0744443,-2.0744443,-27.340607,-27.631021,-2.0744443,-14.852733,-22.519707,-2.0744443,-2.0744443,-14.852733,-19.112162,-5.943218,-1.4658813,-1.4658813,-27.33369,-27.631021,-1.4658813,-14.548451,-22.397993,-1.4658813,-1.4658813,-14.548451,-18.909307,-5.647007,-1.1696701,-1.1696701,-27.330324,-27.631021,-1.1696701,-14.400346,-22.33875,-1.1696701,-1.1696701,-14.400346,-18.810572,-5.5663824,-1.0890455,-1.0890455,-27.329409,-27.631021,-1.0890455,-14.360033,-22.322626,-1.0890455,-1.0890455,-14.360033,-18.783695,-2.0744443,-2.3868487,-1.0890455,-1.1696701,-1.4658813,-2.07444429935813,-2.3868486990935107,-1.0890454999999615,-1.1696700997575928,-1.4658812996740223
covid_spike.00c6e4379eaf634a7be623455ff2eaed463d7d066433333faeb609e2a08218be,-6.8251634,-2.2608151,-2.4039989,-26.896887,-27.631021,-2.4039989,-3.5668335,-13.535625,-2.2608151,-2.3107653,-3.5668335,-4.138695,-6.5458655,-1.9815172,-2.1337378,-26.886597,-27.631021,-2.1337378,-3.3035727,-13.338065,-1.9815172,-2.0417428,-3.3035727,-3.8094277,-6.546241,-1.9818927,-2.1340477,-26.886618,-27.631021,-2.1340477,-3.3038626,-13.338479,-1.9818927,-2.0420492,-3.3038626,-3.8101177,-5.173886,-0.6095377,-0.82815653,-26.837517,-27.631021,-0.82815653,-1.8029497,-12.395729,-0.6095377,-0.6950839,-1.8029497,-2.238868,-5.189226,-0.6248777,-0.8407772,-26.83827,-27.631021,-0.8407772,-1.8147608,-12.410183,-0.6248777,-0.7075027,-1.8147608,-2.2629566,-2.095347693377464,-2.3623562418674906,-0.7988530278501089,-0.7852259116005407,-2.087688302322563,-1.9831027886368826,-2.2623067728439485,-0.7185278939266717,-0.6118149877790855,-1.9834776652884782
covid_spike.00dde237bf09b4d4bd74d7cf49c2f363d8556339505ca851b36259df8e16bf48,-27.631023,-24.63529,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631023,-24.63529,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631023,-24.63529,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631023,-24.63529,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631023,-24.63529,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-24.78507545609367,-24.78507545609367,-24.78507545609367,-24.78507545609367,-24.78507545609367,-24.78507545609367,-24.78507545609367,-24.78507545609367,-24.78507545609367,-24.78507545609367
covid_spike.0121a906179714152d44d1487782461b48e1f5974bb7619ff010626091535a17,-7.136484,-2.659147,-3.0795913,-26.622189,-27.631021,-3.0795913,-3.4389467,-9.875576,-2.659147,-2.682575,-3.4389467,-4.4913177,-6.8917627,-2.4144258,-3.0067616,-26.574007,-27.631021,-3.0067616,-3.377409,-9.027576,-2.4144258,-2.6170895,-3.377409,-3.6520774,-6.257709,-1.7803721,-2.2011888,-26.572588,-27.631021,-2.2011888,-2.567876,-9.00258,-1.7803721,-1.8089539,-2.567876,-3.6175635,-5.4452457,-0.9679087,-1.9396193,-26.501823,-27.631021,-1.9396193,-1.943357,-7.7571335,-0.9679087,-1.2502028,-1.943357,-2.1163044,-5.42035,-0.9430131,-1.4323874,-26.515059,-27.631021,-1.4323874,-1.7583481,-7.990069,-0.9430131,-1.0129907,-1.7583481,-2.51243,-2.653485705245966,-2.8748572683232476,-1.2430043788425267,-1.3356381189747193,-1.9940194968107525,-2.4211569813500144,-2.663924869063636,-1.1104577064636558,-0.9789508547650108,-1.7851541713153218
covid_spike.01732ba140e00c0029b334842f7e1109b23fcbc3fdb1f1300301e55d2fd660aa,-12.667133,-7.830852,-7.8308525,-27.473877,-27.631021,-17.730938,-21.030966,-24.802425,-7.8308525,-7.8308525,-17.730938,-21.030966,-11.558233,-6.7219515,-6.7219515,-27.465076,-27.631021,-17.176487,-20.661331,-24.644012,-6.7219515,-6.7219515,-17.176487,-20.661331,-11.453693,-6.6174116,-6.6174116,-27.464247,-27.631021,-17.124216,-20.626484,-24.629078,-6.6174116,-6.6174116,-17.124216,-20.626484,-9.816932,-4.98065,-4.98065,-27.451256,-27.631021,-16.305836,-20.080898,-24.395254,-4.98065,-4.98065,-16.305836,-20.080898,-9.935363,-5.099081,-5.099081,-27.452196,-27.631021,-16.365051,-20.120375,-24.412172,-5.099081,-5.099081,-16.365051,-20.120375,-6.72195149999999,-7.8308524999998514,-5.099081,-4.98065,-6.617411599999986,-6.721951397044427,-7.830852187900966,-5.099080999967301,-4.98064998198355,-6.61741150728656
covid_spike.0177e65e3c11905d385ecf315c414a93c5cdf6b65ea0ff5ab3ddf14e27a3980f,-6.914053,-2.3497045,-3.1125925,-26.655846,-27.631021,-3.1125925,-3.324635,-8.907634,-2.3497045,-2.6091733,-3.324635,-3.5195558,-6.834754,-2.2704058,-3.1222775,-26.652502,-27.631021,-3.1222775,-3.2054644,-8.843448,-2.2704058,-2.508861,-3.2054644,-3.440903,-6.8516583,-2.2873101,-3.1126025,-26.652903,-27.631021,-3.1126025,-3.233872,-8.851129,-2.2873101,-2.5333896,-3.233872,-3.4560854,-5.0195193,-0.45517132,-1.0029966,-26.581223,-27.631021,-1.0029966,-1.3847538,-7.474887,-0.45517132,-0.62044144,-1.3847538,-1.7420896,-5.047396,-0.48304802,-1.0594727,-26.581537,-27.631021,-1.0594727,-1.408024,-7.48094,-0.48304802,-0.6553243,-1.408024,-1.7539872,-2.568860669377928,-2.6115454691355175,-0.8069432347522849,-0.7719271399990255,-2.56787683652304,-2.279279476620048,-2.3576513288512126,-0.6635741288569792,-0.4608778626767189,-2.295906989993961
covid_spike.017fe5e21eb01d8283f77dfbc1950052c2a8927092ac7d58ab02060d7e8eb4eb,-11.676353,-6.840071,-6.840761,-27.358784,-27.631021,-10.48003,-16.197027,-22.730738,-6.840071,-6.840071,-10.48003,-16.197027,-11.492065,-6.655783,-6.77554,-27.316345,-27.631021,-7.806449,-14.414639,-21.966858,-6.655783,-6.655783,-7.806449,-14.414639,-11.431082,-6.5948005,-6.601955,-27.336405,-27.631021,-9.070179,-15.257127,-22.327923,-6.5948005,-6.5948005,-9.070179,-15.257127,-9.8717785,-5.035496,-5.389135,-27.28478,-27.631021,-5.8178625,-13.088916,-21.398691,-5.035496,-5.035496,-5.8178625,-13.088916,-10.061946,-5.225664,-5.2363815,-27.311508,-27.631021,-7.501644,-14.211436,-21.87977,-5.225664,-5.225664,-7.501644,-14.211436,-6.7515585681946,-6.840759597897534,-5.236267250716033,-5.2837961789055665,-6.6018115994547575,-6.656733682818297,-6.840076405099824,-5.234527986409199,-5.038303016891506,-6.594857291767605
covid_spike.01800e8cd0148c50fab9150693a07f7d929183e96f76513875f70867b80a7c5f,-27.631021,-24.858433,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.858433,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.858433,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.858433,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.858433,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-25.031719188866578,-25.031719188866578,-25.031719188866578,-25.031719188866578,-25.031719188866578,-25.031719188866578,-25.031719188866578,-25.031719188866578,-25.031719188866578,-25.031719188866578
covid_spike.024160cda2136a7a5a2f28f34441c95190a5d87199f912182697539cdfd39440,-5.5919657,-0.7556837,-1.3481178,-26.31838,-27.631021,-2.0012012,-2.343304,-4.003496,-0.7556837,-1.1084269,-2.0012012,-2.343304,-5.3127403,-0.4764588,-1.1633408,-26.262825,-27.631021,-1.709998,-2.0197673,-3.0034702,-0.4764588,-0.87433165,-1.709998,-2.0197673,-5.3204503,-0.48416862,-1.1632208,-26.28272,-27.631021,-1.709878,-2.0102754,-3.3616025,-0.48416862,-0.87421155,-1.709878,-2.0102754,-4.001438,0.8348439,-0.2808435,-26.171652,-27.631021,-0.4787306,-0.7087233,-1.3623707,0.8348439,0.23386978,-0.4787306,-0.7087233,-4.041061,0.7952207,-0.28067356,-26.19767,-27.631021,-0.47856066,-0.6991816,-1.8306907,0.7952207,0.23403971,-0.47856066,-0.6991816,-1.1633407999724814,-1.2463406943022277,-0.28067201363477,-0.28084349995633917,-1.0989641734207132,-0.6557007962279997,-0.7603855473774487,-0.0986903565020122,-0.2334732729138836,-1.1632207999607875
covid_spike.02552088343c2fda5f94006a6430e47d16eaf0d1c9e0780f0e02700d5927020f,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.354355,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067,-23.413753137485067
covid_spike.0298b42b498a33c550e33e647c4949ddafa641f467e8d8afa050632f6a5c8347,-27.631021,-24.74065,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.74065,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.74065,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.74065,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-24.74065,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-24.901225566844115,-24.901225566844115,-24.901225566844115,-24.901225566844115,-24.901225566844115,-24.901225566844115,-24.901225566844115,-24.901225566844115,-24.901225566844115,-24.901225566844115
covid_spike.02a175b5248f5dbbcedea7f8977a197ef3f67c3d66ea7f55f6625e74b46700da,-7.32436,-2.4880779,-3.30914,-26.740314,-27.631021,-3.4848747,-3.6397974,-11.598285,-2.4880779,-2.776365,-3.4848747,-3.6397974,-6.623204,-1.7869222,-2.4813616,-26.703701,-27.631021,-2.7785416,-2.9864924,-10.939243,-1.7869222,-2.0418715,-2.7785416,-2.9864924,-6.5843644,-1.7480825,-2.4656491,-26.705132,-27.631021,-2.7442563,-2.9287524,-10.964988,-1.7480825,-2.01279,-2.7442563,-2.9287524,-4.818557,0.01772479,-0.8463827,-26.625288,-27.631021,-0.9195228,-1.2189928,-9.527807,0.01772479,-0.22370328,-0.9195228,-1.2189928,-4.842016,-0.0057345917,-0.80186486,-26.630735,-27.631021,-0.9492462,-1.2038952,-9.625869,-0.005734592,-0.24527751,-0.9492462,-1.2038952,-2.0405399067008947,-2.7622536900114083,-0.3718766610925264,-0.40786961581041103,-1.9965871265118658,-1.792433569995998,-2.4945942369791476,-0.22110302666085663,-0.2542729061940923,-1.7537774408289672
covid_spike.02ea82f02faf97335b982584952acca26d9240fdf45bd955be723901c8ae3513,-4.876613,-0.39927614,-1.0811818,-25.539082,-27.631021,-1.0811818,-1.4463594,-2.7589836,-0.39927614,-0.6879662,-1.4463594,-1.640502,-4.8681173,-0.39078024,-1.0809687,-25.490875,-27.631021,-1.0809687,-1.4455384,-2.7428458,-0.39078024,-0.68735766,-1.4455384,-1.639779,-4.902673,-0.42533603,-1.1140404,-25.485022,-27.631021,-1.1140404,-1.4793394,-2.7538939,-0.42533603,-0.72090364,-1.4793394,-1.6929845,-3.8690917,0.60824513,-0.3639285,-25.35975,-27.631021,-0.3639285,-0.51846343,-1.4370368,0.60824513,0.18657705,-0.51846343,-0.6185337,-3.8845322,0.5928046,-0.3698109,-25.368612,-27.631021,-0.3698109,-0.53455645,-1.5479198,0.5928046,0.17210035,-0.53455645,-0.63163537,-1.0809686999738863,-1.0811817999735134,-0.33519261220997454,-0.3638558885933374,-1.0981621632870424,-0.6527742822090472,-0.6501781544529932,-0.09940495707099817,-0.2398476655738601,-1.1140403999603676
covid_spike.032877c6deaaafaf243f115fe7f53ac93172829e3a8f56882b7c269091b0d5dd,-10.543007,-6.0656695,-6.3773174,-26.971472,-27.631021,-6.3773174,-6.893057,-16.022936,-6.0656695,-6.072425,-6.893057,-8.284214,-9.472038,-4.994701,-5.800911,-26.897957,-27.631021,-5.800911,-5.969035,-14.729092,-4.994701,-5.2618213,-5.969035,-6.127805,-9.367821,-4.890484,-5.2962995,-26.914963,-27.631021,-5.2962995,-5.684148,-15.028391,-4.890484,-4.9176006,-5.684148,-6.6266375,-7.5229993,-3.0456624,-3.8414268,-26.832817,-27.631021,-3.8414268,-3.93959,-13.582613,-3.0456624,-3.2416325,-3.93959,-4.217007,-8.128872,-3.651535,-3.8743508,-26.872232,-27.631021,-3.8743508,-4.7012386,-14.276328,-3.651535,-3.6992836,-4.7012386,-5.3731995,-5.281823902914431,-6.245913745670456,-3.829846127403455,-3.404740045842093,-5.09990606782455,-5.003862362333793,-6.069211152018504,-3.7502577401885704,-3.054705132967428,-4.895095581919717
covid_spike.0342600cc06e6fcd476df59e88ead4a2246422fa8bf1755b1bf1b8bdcd8ae8c0,-8.505687,-3.6228848,-4.1729984,-27.1132,-27.631021,-4.6164336,-4.846867,-17.866385,-3.6228848,-3.8280318,-4.6164336,-4.846867,-8.415542,-3.5327394,-4.036955,-27.111824,-27.631021,-4.5324183,-4.7863255,-17.840437,-3.5327394,-3.7212448,-4.5324183,-4.7863255,-8.37163,-3.4888277,-3.9671028,-27.111258,-27.631021,-4.494105,-4.7614274,-17.829767,-3.4888277,-3.6680806,-4.494105,-4.7614274,-6.729371,-1.8465691,-2.3742979,-27.073145,-27.631021,-2.8421094,-3.0844696,-17.11107,-1.8465692,-2.043311,-2.8421094,-3.0844696,-6.68759,-1.8047882,-2.3071723,-27.072582,-27.631021,-2.8047285,-3.0596757,-17.100445,-1.8047882,-1.9925938,-2.8047285,-3.0596757,-3.7569038424464587,-3.8439259405673294,-2.1087739931061664,-2.1578992150759957,-3.6939631848701353,-3.536559171800202,-3.6270523791889904,-1.9860214690151405,-1.850567087041098,-3.49245093729009
covid_spike.036f3994bb7a864927148d207600ddf0a8f7d0d44c2ea9caa97d495725553afa,-27.631021,-23.536676,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.536676,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.536676,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.536676,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-27.631021,-23.536676,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-27.631021,-25.328436,-26.937874,-27.631021,-27.631021,-23.604915629772776,-23.604915629772776,-23.604915629772776,-23.604915629772776,-23.604915629772776,-23.604915629772776,-23.604915629772776,-23.604915629772776,-23.604915629772776,-23.604915629772776
covid_spike.038a72c2f9fe40a6d941b739f138dbd7673707bff463a2c789fd9ae016e711ae,-11.046181,-6.2098985,-6.2098985,-27.461012,-27.631021,-16.92046,-20.490646,-24.570862,-6.2098985,-6.2098985,-16.92046,-20.490646,-9.624023,-4.787741,-4.787741,-27.449726,-27.631021,-16.209381,-20.016594,-24.367695,-4.787741,-4.787741,-16.209381,-20.016594,-10.004459,-5.168178,-5.168178,-27.452745,-27.631021,-16.3996,-20.143408,-24.422045,-5.168178,-5.168178,-16.3996,-20.143408,-7.724223,-2.8879414,-2.8879414,-27.434649,-27.631021,-15.259481,-19.383327,-24.096296,-2.8879414,-2.8879414,-15.259481,-19.383327,-8.538757,-3.7024758,-3.7024758,-27.441113,-27.631021,-15.666749,-19.65484,-24.212658,-3.7024758,-3.7024758,-15.666749,-19.65484,-4.787740999999999,-6.209898499999994,-3.7024758,-2.8879414,-5.168177999999999,-4.787740985144408,-6.209898438317494,-3.7024757999959705,-2.887941397808068,-5.168177978267405
