endpoint_id,score_focal_hla__logmeanexp,score_focal_hla__logsumexp,score_focal_hla__max,score_focal_hla__mean,score_focal_hla__median,score_focal_hla__top_frac_mean_frac0p01,score_focal_hla__top_frac_mean_frac0p02,score_focal_hla__top_frac_mean_frac0p05,score_focal_hla__top_k_logsumexp_k10,score_focal_hla__top_k_logsumexp_k2,score_focal_hla__top_k_mean_k2,score_focal_hla__top_k_mean_k3,score_full_hla__logmeanexp,score_full_hla__logsumexp,score_full_hla__max,score_full_hla__mean,score_full_hla__median,score_full_hla__top_frac_mean_frac0p01,score_full_hla__top_frac_mean_frac0p02,score_full_hla__top_frac_mean_frac0p05,score_full_hla__top_k_logsumexp_k10,score_full_hla__top_k_logsumexp_k2,score_full_hla__top_k_mean_k2,score_full_hla__top_k_mean_k3,score_full_q_mono_pn__logmeanexp,score_full_q_mono_pn__logsumexp,score_full_q_mono_pn__max,score_full_q_mono_pn__mean,score_full_q_mono_pn__median,score_full_q_mono_pn__top_frac_mean_frac0p01,score_full_q_mono_pn__top_frac_mean_frac0p02,score_full_q_mono_pn__top_frac_mean_frac0p05,score_full_q_mono_pn__top_k_logsumexp_k10,score_full_q_mono_pn__top_k_logsumexp_k2,score_full_q_mono_pn__top_k_mean_k2,score_full_q_mono_pn__top_k_mean_k3,score_mono_q_full_pn__logmeanexp,score_mono_q_full_pn__logsumexp,score_mono_q_full_pn__max,score_mono_q_full_pn__mean,score_mono_q_full_pn__median,score_mono_q_full_pn__top_frac_mean_frac0p01,score_mono_q_full_pn__top_frac_mean_frac0p02,score_mono_q_full_pn__top_frac_mean_frac0p05,score_mono_q_full_pn__top_k_logsumexp_k10,score_mono_q_full_pn__top_k_logsumexp_k2,score_mono_q_full_pn__top_k_mean_k2,score_mono_q_full_pn__top_k_mean_k3,score_old_monoallelic__logmeanexp,score_old_monoallelic__logsumexp,score_old_monoallelic__max,score_old_monoallelic__mean,score_old_monoallelic__median,score_old_monoallelic__top_frac_mean_frac0p01,score_old_monoallelic__top_frac_mean_frac0p02,score_old_monoallelic__top_frac_mean_frac0p05,score_old_monoallelic__top_k_logsumexp_k10,score_old_monoallelic__top_k_logsumexp_k2,score_old_monoallelic__top_k_mean_k2,score_old_monoallelic__top_k_mean_k3,score_full_hla__self_gated_hillq_pdac_selected,score_focal_hla__self_gated_hillq_pdac_selected,score_old_monoallelic__self_gated_hillq_pdac_selected,score_mono_q_full_pn__self_gated_hillq_pdac_selected,score_full_q_mono_pn__self_gated_hillq_pdac_selected,score_full_hla__self_gated_hillq_all_contexts_selected,score_focal_hla__self_gated_hillq_all_contexts_selected,score_old_monoallelic__self_gated_hillq_all_contexts_selected,score_mono_q_full_pn__self_gated_hillq_all_contexts_selected,score_full_q_mono_pn__self_gated_hillq_all_contexts_selected
pdac.3de8ef8ae466b90caf01d389fbebbd24c9b94a9d5627bdc47ebc3e2444c687bb,-4.9626536,-1.0914525,-1.5154005,-23.792912,-27.631021,-1.5154005,-1.5154005,-2.7638798,-1.0914525,-1.1960453,-2.0041645,-2.7638798,-4.790578,-0.91937697,-1.5152423,-23.764345,-27.631021,-1.5152423,-1.5152423,-2.5844393,-0.91937697,-1.0180112,-1.7351445,-2.5844393,-4.797703,-0.9265015,-1.5412421,-23.740086,-27.631021,-1.5412421,-1.5412421,-2.6019912,-0.9265015,-1.0339193,-1.7483648,-2.6019912,-3.4945626,0.37663832,-0.37375054,-23.496313,-27.631021,-0.37375054,-0.37375054,-1.0666534,0.37663832,0.19848621,-0.5029891,-1.0666534,-3.4770575,0.39414367,-0.37178954,-23.469742,-27.631021,-0.37178954,-0.37178954,-1.060801,0.39414367,0.2029872,-0.49811834,-1.060801,-1.2013958971270409,-1.2598219788853946,-0.2978592311966084,-0.37325367315174623,-1.1673545805835845,-0.9317908339873375,-1.1002847404764506,-0.14981528314773385,-0.14860408183442353,-0.9560710137056339
pdac.3e7b60594d00801da9b1525467fd57aff6458bc5a93eaf7a53cfec0c4381ab16,-4.2988915,0.38323957,-1.2184191,-21.716991,-27.631021,-1.3445979,-1.4424497,-1.7181814,0.26090574,-0.64351124,-1.3445979,-1.4424497,-4.319738,0.3623936,-1.2294749,-21.696842,-27.631021,-1.35829,-1.4522215,-1.7568898,0.22470768,-0.65686893,-1.35829,-1.4522215,-4.4739923,0.20813893,-1.3472708,-21.7209,-27.631021,-1.4759464,-1.5471079,-1.971195,0.059653196,-0.77454334,-1.4759464,-1.5471079,-2.997089,1.6850423,-0.36431673,-21.270756,-27.631021,-0.44477898,-0.5083592,-0.66950375,1.4185411,0.25160182,-0.44477898,-0.5083592,-2.9145594,1.7675719,-0.31076127,-21.248999,-27.631021,-0.3277948,-0.41676253,-0.6194294,1.5013753,0.36549747,-0.3277948,-0.41676253,-1.1979255026014057,-1.2183158043711817,-0.2934328088641548,-0.36408937688048,-1.0991574645142765,-0.6499278661353852,-0.6498186660896637,-0.14947448795275453,-0.146380340342455,-0.9482034322815245
pdac.3eba81df173d3a47cd9abb1d4cb966d26b1156f09ed6d0f2c047928a8c3b58a5,-3.9562726,0.4004365,-1.0795103,-22.758688,-27.631021,-1.0795103,-1.0977051,-1.2499834,0.38617665,-0.40439242,-1.0977051,-1.1315234,-3.8839178,0.47279125,-1.0770562,-22.665775,-27.631021,-1.0770562,-1.0954313,-1.215771,0.44984403,-0.4021153,-1.0954313,-1.1292825,-3.811203,0.54550606,-1.0766462,-22.643145,-27.631021,-1.0766462,-1.0802838,-1.117417,0.5193885,-0.38712996,-1.0802838,-1.0913212,-2.9709516,1.3857574,-0.39133197,-22.387156,-27.631021,-0.39133197,-0.39914876,-0.4766172,1.334404,0.29402897,-0.39914876,-0.41292676,-2.8993015,1.4574075,-0.2763334,-22.364494,-27.631021,-0.2763334,-0.33360767,-0.37815315,1.4001911,0.3611788,-0.33360767,-0.35781357,-1.0770561999620103,-1.07951029996335,-0.2763333229314321,-0.3803902773005975,-1.076646199959729,-0.6498740326892551,-0.6497276169951888,-0.14946176831679558,-0.1468886088607051,-0.9458648741065814
pdac.418d86644254cb8e9ead39f23fbccba1e47a792738737260c5e3b8f43bb70e3a,-6.375918,-4.5841584,-4.5841584,-23.789877,-27.631021,-4.5841584,-4.5841584,-4.5841584,-4.5841584,-4.5841584,-16.10759,-19.948734,-6.116642,-4.3248825,-4.3248825,-23.746666,-27.631021,-4.3248825,-4.3248825,-4.3248825,-4.3248825,-4.3248825,-15.977952,-19.862309,-5.5289664,-3.737207,-3.737207,-23.64872,-27.631021,-3.737207,-3.737207,-3.737207,-3.737207,-3.737207,-15.684114,-19.666416,-4.799466,-3.0077066,-3.0077066,-23.527136,-27.631021,-3.0077066,-3.0077066,-3.0077066,-3.0077066,-3.0077066,-15.319365,-19.42325,-4.2117906,-2.420031,-2.420031,-23.42919,-27.631021,-2.420031,-2.420031,-2.420031,-2.420031,-2.420031,-15.025526,-19.227358,-4.3248825,-4.5841584,-2.420031,-3.0077066,-3.737207,-4.324882499724533,-4.584158399617497,-2.4200309999765706,-3.0077065999578316,-3.7372069998688113
pdac.41948ef81b29c2e9a1e1dbec45cbd0fd716d2f677c0d5c019aa7bee7454f0154,-3.8288112,-0.9384394,-1.1109189,-23.501253,-27.631021,-1.1109189,-1.1109189,-1.1109189,-0.9384394,-0.9684798,-2.049307,-2.852416,-3.7401984,-0.8498265,-1.0123624,-23.493061,-27.631021,-1.0123624,-1.0123624,-1.0123624,-0.8498265,-0.877542,-1.9801848,-2.8032615,-3.4629953,-0.5726235,-0.7003598,-23.47128,-27.631021,-0.7003598,-0.7003598,-0.7003598,-0.5726235,-0.5939736,-1.7938671,-2.6725705,-3.1023467,-0.21197484,-0.54124635,-23.322483,-27.631021,-0.54124635,-0.54124635,-0.54124635,-0.21197484,-0.26975253,-1.1237463,-1.7797898,-2.856597,0.033774737,-0.22923383,-23.300697,-27.631021,-0.22923383,-0.22923383,-0.22923383,0.033774737,-0.012029483,-0.9374086,-1.6490787,-1.0123623999603817,-1.1109188999677522,-0.22923382997167635,-0.4488689219088131,-0.7003597999689716,-0.8588562871315606,-0.9480216430519552,-0.14983895764861005,-0.23026770967479956,-0.7003597999719113
pdac.42ae4444df49d21f04e742a64847a457668b4c54a598fd5380099d724bd9099f,-3.8228827,-0.0852129,-0.22317903,-23.300081,-27.631021,-0.22317903,-0.22317903,-2.361492,-0.0852129,-0.11403688,-1.3031975,-2.361492,-3.7656682,-0.027998526,-0.22320929,-23.120394,-27.631021,-0.22320929,-0.22320929,-1.8711424,-0.027998526,-0.11406924,-1.3032379,-1.8711424,-3.8539584,-0.11628867,-0.28537667,-23.163952,-27.631021,-0.28537667,-0.28537667,-2.1384468,-0.11628867,-0.17723982,-1.3702776,-2.1384468,-3.1595988,0.5780708,-0.06541105,-22.845772,-27.631021,-0.06541105,-0.06541105,-0.7321922,0.5780708,0.29779562,-0.4782557,-0.7321922,-3.288411,0.44925874,-0.06068887,-22.881018,-27.631021,-0.06068887,-0.06068887,-0.9546659,0.44925874,0.20639127,-0.65253687,-0.9546659,-0.2232092899716931,-0.2231790299500565,-0.06068886995257,-0.06541104996445163,-0.2853766699733584,-0.22320928995563113,-0.22317902996864208,-0.06068886997102388,-0.06541104996343622,-0.2853766699615685
pdac.43eff9c9b94de17893f4e9038606c566e5f7049fbd2440cc0b343e3c5f39d5b1,-3.985471,0.20418382,-0.69079655,-23.347858,-27.631021,-0.69079655,-0.7162659,-1.6176878,0.20163377,-0.022794455,-0.7162659,-1.173407,-3.9805555,0.2090992,-0.69140047,-23.316837,-27.631021,-0.69140047,-0.7168759,-1.6154822,0.20498928,-0.023404267,-0.7168759,-1.1702129,-4.068433,0.12122178,-0.809101,-23.323702,-27.631021,-0.809101,-0.8263562,-1.6725008,0.11694024,-0.13306013,-0.8263562,-1.2464911,-3.310583,0.87907165,-0.32410234,-23.080704,-27.631021,-0.32410234,-0.33446968,-0.7685679,0.86426,0.35873124,-0.33446968,-0.488436,-3.3414793,0.8481756,-0.37562883,-23.084564,-27.631021,-0.37562883,-0.38587552,-0.79305923,0.83368695,0.30732414,-0.38587552,-0.52246594,-0.691400469964756,-0.6907965499613388,-0.2967504637574784,-0.3241023350502958,-0.8091009999615435,-0.6496006696480259,-0.6490657597915682,-0.14968737392839662,-0.14702832771782554,-0.8091009999733343
pdac.459de03dc16cea8d8e740014fa1d9fa7d74ec3328ea780fe31024a19251687c8,-6.2901206,-2.4189196,-3.6641016,-22.040085,-27.631021,-3.6641016,-3.6641016,-4.0853333,-2.463602,-3.1635532,-3.879781,-4.0853333,-5.7736006,-1.9023997,-3.1603963,-21.90484,-27.631021,-3.1603963,-3.1603963,-3.6350224,-1.9468777,-2.6852405,-3.4089687,-3.6350224,-5.7426386,-1.8714374,-3.160032,-21.895983,-27.631021,-3.160032,-3.160032,-3.5649312,-1.9143234,-2.6728375,-3.3928442,-3.5649312,-4.057335,-0.18613398,-1.5707253,-21.476461,-27.631021,-1.5707253,-1.5707253,-1.8454453,-0.23152682,-0.91064966,-1.6043625,-1.8454453,-4.043765,-0.1725641,-1.5691904,-21.467035,-27.631021,-1.5691904,-1.5691904,-1.8628833,-0.21759208,-0.9503461,-1.646477,-1.8628833,-2.092159321182103,-2.5674164024273143,-0.5181318056886589,-0.5328718116937804,-2.0419535840847445,-1.9286079146694104,-2.4448609377441937,-0.20166050181271464,-0.21497962844498525,-1.8982832150377416
pdac.45a67f8d9f62cd8c87a5bfb2af784ad7413e95ddc5904210d4728dd04d24b1ae,-3.660996,0.43334875,-0.7531856,-22.766605,-27.631021,-0.7531856,-0.8556167,-1.0959167,0.42821828,-0.15723258,-0.8556167,-1.0959167,-3.6297693,0.46457526,-0.7527017,-22.737225,-27.631021,-0.7527017,-0.8551578,-1.0963117,0.45957667,-0.15677114,-0.8551578,-1.0963117,-3.6804466,0.41389787,-0.79663336,-22.7484,-27.631021,-0.79663336,-0.8987558,-1.1721114,0.40935937,-0.20040315,-0.8987558,-1.1721114,-2.697029,1.3973154,-0.26816928,-22.461733,-27.631021,-0.26816928,-0.3131958,-0.3797847,1.3852698,0.38096473,-0.3131958,-0.3797847,-2.6658688,1.4284759,-0.24072877,-22.455032,-27.631021,-0.24072877,-0.2854271,-0.3512348,1.4164987,0.40871873,-0.2854271,-0.3512348,-0.7527016999713375,-0.7531855999712651,-0.24072876996057213,-0.26816927996069406,-0.796633359970974,-0.6496861829166207,-0.6492763368584787,-0.14939641131093478,-0.145701490939907,-0.7966333599653561
pdac.471cea0afadf40ad9bb08c51cfe53b579b763fb4891b0bcde837c05b30b236dd,-3.4478688,0.9088402,-0.43766263,-20.304815,-27.631021,-0.43766263,-0.50914717,-0.83800197,0.84997046,0.18655287,-0.50914717,-0.690043,-3.4901762,0.86653274,-0.4399445,-20.311697,-27.631021,-0.4399445,-0.5239268,-0.8475505,0.8090021,0.17274275,-0.5239268,-0.7002242,-3.5055532,0.85115576,-0.69882697,-20.21933,-27.631021,-0.69882697,-0.7986265,-0.8957036,0.7723049,-0.10050757,-0.7986265,-0.84477115,-2.8340669,1.522642,-0.1531047,-19.881021,-27.631021,-0.1531047,-0.19065806,-0.46780664,1.3610886,0.5031941,-0.19065806,-0.35259593,-2.6057737,1.7509353,-0.19884592,-19.76664,-27.631021,-0.19884592,-0.22390506,-0.3039363,1.5708026,0.46955606,-0.22390506,-0.26378587,-0.4399444999684502,-0.43766262996543204,-0.19884591995132916,-0.1531046999603577,-0.6988269699604335,-0.439944499962464,-0.437662629961314,-0.14922576837019905,-0.14153206531674822,-0.6988269699554679
pdac.479edba51883161758b5e95658d4281ad002742540d55683297c796f743e26c8,-3.9810302,0.3756787,-0.57002586,-23.64255,-27.631021,-0.57002586,-0.89400876,-1.222485,0.3685746,-0.14927232,-0.89400876,-1.0123259,-3.9753153,0.3813936,-0.569946,-23.632406,-27.631021,-0.569946,-0.8882749,-1.219566,0.37367815,-0.14529437,-0.8882749,-1.0085866,-3.8393297,0.5173793,-0.5745041,-23.603624,-27.631021,-0.5745041,-0.67729753,-1.1173353,0.5090892,0.021123618,-0.67729753,-0.86952907,-3.247818,1.108891,-0.17582692,-23.416231,-27.631021,-0.17582692,-0.32944897,-0.548442,1.0906942,0.37545198,-0.32944897,-0.4480934,-3.094646,1.262063,-0.17254223,-23.386927,-27.631021,-0.17254223,-0.21570584,-0.40968415,1.2423081,0.4783726,-0.21570584,-0.303646,-0.5699459999581902,-0.5700258599556494,-0.1725422299681933,-0.17582691997295674,-0.5745040999500955,-0.5699459999726673,-0.5700258599728292,-0.14912905106383048,-0.14375951434495066,-0.5745040999686294
pdac.48657f7ed006811c6e16d49df92f38505bea87ac8a995cdf4d0f86940b73e607,-6.3800507,-2.6423807,-3.5893426,-23.535343,-27.631021,-3.5893426,-3.5893426,-3.995988,-2.6423807,-3.055884,-3.7642498,-3.995988,-6.3400254,-2.6023557,-3.589403,-23.381435,-27.631021,-3.589403,-3.589403,-3.9963002,-2.6023557,-3.0559192,-3.76428,-3.9963002,-6.410081,-2.6724112,-3.676882,-23.407042,-27.631021,-3.676882,-3.676882,-4.0555434,-2.6724112,-3.1063247,-3.8080497,-4.0555434,-4.8899517,-1.1522821,-2.277795,-23.03637,-27.631021,-2.277795,-2.277795,-2.6595557,-1.1522821,-1.731987,-2.437896,-2.6595557,-4.9136553,-1.1759857,-2.2723942,-23.052423,-27.631021,-2.2723942,-2.2723942,-2.6555889,-1.1759857,-1.728846,-2.4351854,-2.6555889,-2.845208220228224,-2.85795931285384,-1.5422614885162966,-1.5174952327012692,-2.904225103969331,-2.6258568003382963,-2.6649273137066194,-1.20209064804445,-1.1790799873064732,-2.6963270756142386
pdac.49275a01f654d604b98c9fddc28055353c4f11a4e9090bfad336178de048fc41,-4.355427,-0.4842256,-0.89833724,-22.285582,-27.631021,-0.89833724,-0.89833724,-2.2146385,-0.48445615,-0.75080097,-1.8178403,-2.2146385,-4.232092,-0.36089075,-0.88834393,-22.158516,-27.631021,-0.88834393,-0.88834393,-2.1180186,-0.36358282,-0.7048701,-1.689616,-2.1180186,-4.273114,-0.40191314,-0.94995487,-22.171392,-27.631021,-0.94995487,-0.94995487,-2.1482835,-0.403756,-0.7584269,-1.7276697,-2.1482835,-3.061831,0.8093701,-0.312774,-21.788717,-27.631021,-0.312774,-0.312774,-0.75056267,0.7983647,0.12960553,-0.6059022,-0.75056267,-3.0613408,0.80986017,-0.2956549,-21.79917,-27.631021,-0.2956549,-0.2956549,-0.7431289,0.80264324,0.14197181,-0.5954591,-0.7431289,-0.8883439299618145,-0.8983372399654607,-0.29235318121413917,-0.3127739997797435,-0.949954869955558,-0.6499795213998381,-0.6501419603926956,-0.14960391104024845,-0.14704699070221444,-0.9426751024626923
pdac.49585ebe453874d6da5b9be7acbb07caaca4c72bb87e5e9b2e0b05d376cbe2ed,-4.7562084,-0.8850074,-1.4959112,-23.40575,-27.631021,-1.4959112,-1.4959112,-2.3211985,-0.8850074,-1.0468025,-1.7796843,-2.3211985,-4.6613135,-0.7901125,-1.4983448,-23.20259,-27.631021,-1.4983448,-1.4983448,-2.2957337,-0.7901125,-1.0483587,-1.7809062,-2.2957337,-4.429158,-0.5579573,-0.9713123,-23.242348,-27.631021,-0.9713123,-0.9713123,-2.190655,-0.5579573,-0.707579,-1.5703392,-2.190655,-3.5483928,0.32280824,-0.99914455,-22.905378,-27.631021,-0.99914455,-0.99914455,-1.0346433,0.32280824,-0.31592524,-1.0091221,-1.0346433,-3.5527802,0.31842098,-0.48518148,-22.941257,-27.631021,-0.48518148,-0.48518148,-1.1912954,0.31842098,-0.015554543,-0.7410967,-1.1912954,-1.200296955524884,-1.2511154847940196,-0.29953363299717595,-0.40189302146348194,-0.9713122999723813,-0.8048673330799874,-0.8977345482019962,-0.14993648285466607,-0.1510967192166569,-0.9454152506732205
pdac.4990f32d2d919910e0463579eaf33dc77ff0a2ea5ea4b4e454618ec0cb785e7f,-4.2834415,-0.4122403,-1.2324752,-23.04608,-27.631021,-1.2324752,-1.2324752,-1.9405,-0.4122403,-0.8578803,-1.6268616,-1.9405,-4.0867376,-0.21553648,-1.2324852,-23.000725,-27.631021,-1.2324852,-1.2324852,-1.6876031,-0.21553648,-0.78663594,-1.5207756,-1.6876031,-4.048025,-0.17682427,-1.2324752,-22.989197,-27.631021,-1.2324752,-1.2324752,-1.6362897,-0.17682427,-0.7284964,-1.4438106,-1.6362897,-3.030521,0.84068024,-0.47286567,-22.76547,-27.631021,-0.47286567,-0.47286567,-0.7041683,0.84068024,0.12513338,-0.573021,-0.7041683,-2.960806,0.91039515,-0.47285566,-22.75044,-27.631021,-0.47285566,-0.47285566,-0.6465407,0.91039515,0.20665689,-0.48658454,-0.6465407,-1.1982957060213393,-1.2305822846832908,-0.2977471457468803,-0.39052313402725713,-1.099076570138286,-0.6500455574927969,-0.6503014948653285,-0.14975259209434466,-0.14814510396797237,-0.9483424531291538
pdac.4ab88e85d7f918ff3c77ef690cc8c4d7b578202fa3c16a746474beb998aab158,-3.9880245,-2.196265,-2.196265,-23.391895,-27.631021,-2.196265,-2.196265,-2.196265,-2.196265,-2.196265,-14.913643,-19.15277,-3.9880245,-2.196265,-2.196265,-23.391895,-27.631021,-2.196265,-2.196265,-2.196265,-2.196265,-2.196265,-14.913643,-19.15277,-3.9880745,-2.196315,-2.196315,-23.391903,-27.631021,-2.196315,-2.196315,-2.196315,-2.196315,-2.196315,-14.913669,-19.152786,-2.8746562,-1.0828967,-1.0828967,-23.206333,-27.631021,-1.0828967,-1.0828967,-1.0828967,-1.0828967,-1.0828967,-14.356959,-18.781647,-2.8746362,-1.0828767,-1.0828767,-23.206331,-27.631021,-1.0828767,-1.0828767,-1.0828767,-1.0828767,-1.0828767,-14.356949,-18.78164,-2.196265,-2.196265,-1.0828767,-1.0828967,-2.196315,-2.196264999981268,-2.196264999981268,-1.0828766999938475,-1.0828966999938476,-2.196314999981267
pdac.4d9526f57bd7be35701d1a18f29f084b52b3c72faad65d9ce9f712e92653543a,-4.5437474,-1.1425499,-1.4236459,-22.140413,-27.631021,-1.4236459,-1.4236459,-2.4986706,-1.1425499,-1.3134664,-2.4986706,-2.9312873,-4.419234,-1.0180362,-1.406775,-22.067232,-27.631021,-1.406775,-1.406775,-2.3294196,-1.0180362,-1.2600982,-2.3294196,-2.744178,-4.322665,-0.92146754,-1.4109464,-22.038311,-27.631021,-1.4109464,-1.4109464,-1.9948943,-0.92146754,-1.1401404,-1.9948943,-2.521178,-3.2637303,0.1374672,-0.42408383,-21.743414,-27.631021,-0.42408383,-0.42408383,-1.1491483,0.1374672,-0.21338537,-1.1491483,-1.4307405,-3.1390686,0.26212895,-0.41932246,-21.712154,-27.631021,-0.41932246,-0.41932246,-0.81009173,0.26212895,-0.042461716,-0.81009173,-1.228711,-1.2061583284125872,-1.2599505665265311,-0.29916690338871416,-0.39243027724026047,-1.1030010643414192,-1.0309941919795844,-1.1519198013923362,-0.149921503536683,-0.15003317203840238,-0.9555437671625
pdac.4dd4666a58df40ae7a743bd9ec85002262e1b8804545d20e5969b19454cd2efd,-4.5962586,-1.1950611,-2.3532214,-23.54667,-27.631021,-2.3532214,-2.3532214,-2.360487,-1.1950611,-1.6673136,-2.360487,-2.453486,-4.3681455,-0.9669481,-1.9022053,-23.522053,-27.631021,-1.9022053,-1.9022053,-2.1280851,-0.9669481,-1.4096411,-2.1280851,-2.207933,-4.3574896,-0.95629233,-1.7780268,-23.527288,-27.631021,-1.7780268,-1.7780268,-2.1019504,-0.95629233,-1.3572326,-2.1019504,-2.2139208,-3.200372,0.20082541,-0.7642223,-23.308195,-27.631021,-0.7642223,-0.7642223,-0.9920912,0.20082541,-0.2732035,-0.9920912,-1.0695192,-3.1386817,0.26251584,-0.63963366,-23.301317,-27.631021,-0.63963366,-0.63963366,-0.91972643,0.26251584,-0.18785568,-0.91972643,-1.0147446,-1.2344238779810468,-1.4784722607087375,-0.30076505975816303,-0.4017368500034538,-1.1936537570040495,-0.9981233093596411,-1.2336664366141448,-0.15005261578040613,-0.15111234159446188,-0.9836835045043568
pdac.4dd73a8d75764a36b173839b707185f604f161503af59c67eb33341369899650,-5.279578,-1.1852335,-2.2520607,-21.289104,-27.631021,-2.2520607,-2.4092526,-2.7431443,-1.227771,-1.7038013,-2.4092526,-2.7431443,-4.955429,-0.8610847,-1.9107757,-21.042427,-27.631021,-1.9107757,-2.2127006,-2.533253,-0.9531776,-1.4746501,-2.2127006,-2.533253,-4.9407125,-0.84636766,-1.924696,-21.06506,-27.631021,-1.924696,-2.2197208,-2.4439895,-0.9274748,-1.4836708,-2.2197208,-2.4439895,-3.4719095,0.62243515,-0.68848604,-20.575706,-27.631021,-0.68848604,-0.8875382,-1.0180103,0.49353328,-0.17470957,-0.8875382,-1.0180103,-3.5297568,0.5645878,-0.68415666,-20.597908,-27.631021,-0.68415666,-0.8851584,-1.1357415,0.4435418,-0.17194496,-0.8851584,-1.1357415,-1.2008594838400717,-1.333354724961639,-0.29961189059076276,-0.39669712730089535,-1.1012072455398103,-0.8785795535031686,-1.203013994821592,-0.14994430508597562,-0.14943559016326147,-0.9540689357665415
pdac.4dfd81c4d5df501d5c3897828dc6b0238432993e2e59b6569d4a130242692041,-5.2770915,-1.6935725,-2.4488122,-22.13533,-27.631021,-2.4488122,-2.4488122,-2.7191548,-1.6935725,-1.9899018,-2.7191548,-2.9760587,-4.902325,-1.3188063,-2.3075213,-21.834595,-27.631021,-2.3075213,-2.3075213,-2.3887658,-1.3188063,-1.692322,-2.3887658,-2.7012491,-4.486945,-0.90342593,-1.6810263,-21.864824,-27.631021,-1.6810263,-1.6810263,-1.8643787,-0.90342593,-1.1545157,-1.8643787,-2.348656,-3.444452,0.1390669,-1.1594795,-21.396814,-27.631021,-1.1594795,-1.1594795,-1.1847565,0.1390669,-0.49128985,-1.1847565,-1.2976838,-3.106218,0.4773008,-0.52751887,-21.425585,-27.631021,-0.52751887,-0.52751887,-0.6567205,0.4773008,0.044750076,-0.6567205,-0.9279453,-1.5816398785540802,-1.8888708780301449,-0.299177069658218,-0.4055152829819973,-1.133465122394099,-1.3462705545095137,-1.7145514209656145,-0.14990154586972448,-0.15234494340172405,-0.9554215658867597
pdac.4f823c9155bff962b7542406f6c9f979ee2d43f8de293734896416181896532d,-7.4543896,-4.969483,-5.0704074,-24.057795,-27.631021,-5.0704074,-5.0704074,-5.0704074,-4.969483,-4.969483,-6.191655,-13.338111,-7.270066,-4.785159,-5.007551,-23.97628,-27.631021,-5.007551,-5.007551,-5.007551,-4.785159,-4.785159,-5.7025795,-13.01206,-7.2288055,-4.743899,-4.9607725,-23.970818,-27.631021,-4.9607725,-4.9607725,-4.9607725,-4.743899,-4.743899,-5.669794,-12.990204,-5.3137817,-2.8288748,-3.291081,-23.618677,-27.631021,-3.291081,-3.291081,-3.291081,-2.8288748,-2.8288748,-3.5569587,-11.581646,-5.276113,-2.7912064,-3.2431016,-23.613024,-27.631021,-3.2431016,-3.2431016,-3.2431016,-2.7912064,-2.7912064,-3.5230331,-11.55903,-4.936546151122374,-5.0430480544442755,-3.0788018626845135,-3.120015036278671,-4.88562506684905,-4.803691523274825,-4.977893278475294,-2.8288642340180523,-2.8673920442075103,-4.761971467622688
pdac.5084844def6c367e7d245d3b2ea118a148628af2c3b494634f40f28ded641b41,-4.6063066,-0.41665167,-1.6323422,-20.436758,-27.631021,-1.6323422,-1.7643318,-2.290502,-0.4615827,-1.0624993,-1.7643318,-2.0403957,-3.9327686,0.25688633,-0.8751878,-20.086521,-27.631021,-0.8751878,-1.0689452,-1.6393623,0.19919935,-0.35714334,-1.0689452,-1.4415131,-3.8123732,0.37728173,-0.82531214,-20.109882,-27.631021,-0.82531214,-0.95060325,-1.5054095,0.3300717,-0.24962759,-0.95060325,-1.286942,-2.800064,1.3895906,-0.36912328,-19.572744,-27.631021,-0.36912328,-0.41853738,-0.6617935,1.2633507,0.27583018,-0.41853738,-0.55961263,-2.6925838,1.497071,-0.2811233,-19.595814,-27.631021,-0.2811233,-0.29878822,-0.50317824,1.4061844,0.39451498,-0.29878822,-0.4039234,-0.8751877999728904,-1.2480854431982311,-0.281120945037465,-0.36855758649124354,-0.8253121399702315,-0.6498176392307999,-0.6504721189754171,-0.14946501208671925,-0.14672730213038998,-0.8253121399655301
pdac.5232fc4ce7c13d293a6955864090fbae72a06a164b2003279803b54ee01d9b58,-4.171842,-0.18285811,-1.1079961,-22.48772,-27.631021,-1.1079961,-1.179743,-1.4098588,-0.18496577,-0.48402426,-1.179743,-1.4098588,-4.1563616,-0.16737752,-1.1079762,-22.397102,-27.631021,-1.1079762,-1.1799403,-1.409827,-0.176957,-0.48420596,-1.1799403,-1.409827,-4.2011924,-0.21220848,-1.1351613,-22.415926,-27.631021,-1.1351613,-1.2284439,-1.4514391,-0.21954376,-0.53095216,-1.2284439,-1.4514391,-3.1204357,0.86854845,-0.30642226,-22.05369,-27.631021,-0.30642226,-0.33638656,-0.44866705,0.85220826,0.3572095,-0.33638656,-0.44866705,-3.125165,0.8638191,-0.30137315,-22.065891,-27.631021,-0.30137315,-0.33852375,-0.44858223,0.8509314,0.35531336,-0.33852375,-0.44858223,-1.1079761999617455,-1.1079960999598133,-0.293479221507908,-0.3064222599527292,-1.0984418977482782,-0.6499979213697189,-0.6500054674410987,-0.14959984951248226,-0.14687448472154158,-0.9477042393988215
