ranked_position,selected_rank,disposition,representative_system_id,regime_idx,param_idx,mn_idx,geometry_idx,d_pos,d_neg,steepness_pos,steepness_neg,M,N,roc_auc,pr_auc
2506,,after_candidate_limit,,164,6,14,6,11.67,10.5,3,4.5,3,15,0.8589014354066986,0.3271011636378356
2507,,after_candidate_limit,,3997,159,22,159,9.44,5.66,2.17,3.25,20,3,0.7638014354066985,0.3270287617321657
2508,,after_candidate_limit,,1316,52,16,52,12.78,7.67,1.33,2,6,2,0.848511004784689,0.3268309575183137
2509,,after_candidate_limit,,20,0,20,0,11.67,10.5,0.5,0.75,20,1,0.8413181818181819,0.3266450494099583
2510,,after_candidate_limit,,521,20,21,20,11.67,5.25,3,4.5,20,2,0.8397511961722488,0.3266171069810344
2511,,after_candidate_limit,,621,24,21,24,11.67,7,1.33,2,20,2,0.8167626794258374,0.32614283652226883
2512,,after_candidate_limit,,1215,48,15,48,12.78,5.75,3,4.5,6,1,0.8492454545454545,0.3259988324374686
2513,,after_candidate_limit,,2240,89,15,89,15,13.5,2.17,3.25,6,1,0.8609617224880383,0.3259871325947461
2514,,after_candidate_limit,,1770,70,20,70,13.89,6.25,0.5,0.75,20,1,0.8527727272727272,0.3258580184004588
2515,,after_candidate_limit,,3822,152,22,152,9.44,4.25,2.17,3.25,20,3,0.7636971291866028,0.32583234477796946
2516,,after_candidate_limit,,817,32,17,32,12.78,11.5,1.33,3.67,6,3,0.8489263157894736,0.3257519154836947
2517,,after_candidate_limit,,867,34,17,34,12.78,11.5,3,4.5,6,3,0.849433971291866,0.32568626745473245
2518,,after_candidate_limit,,1515,60,15,60,13.89,12.5,1.33,3.67,6,1,0.8670186602870813,0.32561929694269975
2519,,after_candidate_limit,,2720,108,20,108,15,9,1.33,2,20,1,0.8584942583732057,0.32554534102800975
2520,,after_candidate_limit,,816,32,16,32,12.78,11.5,1.33,3.67,6,2,0.846334928229665,0.32549877628337004
2521,,after_candidate_limit,,346,13,21,13,11.67,3.5,3,4.5,20,2,0.8395645933014354,0.3254974763167519
2522,,after_candidate_limit,,841,33,16,33,12.78,11.5,2.17,3.25,6,2,0.8393057416267943,0.32547476499902867
2523,,after_candidate_limit,,1970,78,20,78,13.89,8.33,0.5,1.38,20,1,0.8536358851674641,0.3254218763931641
2524,,after_candidate_limit,,1366,54,16,54,12.78,7.67,2.17,3.25,6,2,0.8392660287081339,0.3253323534699335
2525,,after_candidate_limit,,522,20,22,20,11.67,5.25,3,4.5,20,3,0.8395468899521531,0.3252706368781162
2526,,after_candidate_limit,,3646,145,21,145,9.44,2.83,2.17,3.25,20,2,0.7636186602870814,0.32524289884245866
2527,,after_candidate_limit,,697,27,22,27,11.67,7,3,4.5,20,3,0.8395516746411483,0.3251183433432661
2528,,after_candidate_limit,,822,32,22,32,12.78,11.5,1.33,3.67,20,3,0.8398248803827751,0.32479216650633974
2529,,after_candidate_limit,,390,15,15,15,11.67,5.25,0.5,1.38,6,1,0.8462813397129186,0.32477432939480966
2530,,after_candidate_limit,,323,12,23,12,11.67,3.5,2.17,3.25,20,8,0.8341,0.3247082269471191
2531,,after_candidate_limit,,324,12,24,12,11.67,3.5,2.17,3.25,20,15,0.8341,0.3247082269471191
2532,,after_candidate_limit,,498,19,23,19,11.67,5.25,2.17,3.25,20,8,0.8341,0.3247082269471191
2533,,after_candidate_limit,,499,19,24,19,11.67,5.25,2.17,3.25,20,15,0.8341,0.3247082269471191
2534,,after_candidate_limit,,673,26,23,26,11.67,7,2.17,3.25,20,8,0.8341,0.3247082269471191
2535,,after_candidate_limit,,674,26,24,26,11.67,7,2.17,3.25,20,15,0.8341,0.3247082269471191
2536,,after_candidate_limit,,1190,47,15,47,12.78,5.75,2.17,3.25,6,1,0.8391526315789474,0.32461229827220556
2537,,after_candidate_limit,,347,13,22,13,11.67,3.5,3,4.5,20,3,0.8394727272727273,0.3245835139349769
2538,,after_candidate_limit,,1995,79,20,79,13.89,8.33,0.5,2,20,1,0.8536062200956938,0.3245392887007819
2539,,after_candidate_limit,,2471,98,21,98,15,6.75,0.5,0.75,20,2,0.8687980861244019,0.32453636508119466
2540,,after_candidate_limit,,3710,148,10,148,9.44,4.25,0.5,1.38,3,1,0.8799636363636364,0.3243965157840591
2541,,after_candidate_limit,,646,25,21,25,11.67,7,1.33,3.67,20,2,0.8167502392344498,0.3242456853851844
2542,,after_candidate_limit,,445,17,20,17,11.67,5.25,1.33,2,20,1,0.8142397129186603,0.32416211096151487
2543,,after_candidate_limit,,3735,149,10,149,9.44,4.25,0.5,2,3,1,0.8799636363636364,0.32399597925841
2544,,after_candidate_limit,,2496,99,21,99,15,6.75,0.5,1.38,20,2,0.8687904306220096,0.32387192725267555
2545,,after_candidate_limit,,842,33,17,33,12.78,11.5,2.17,3.25,6,3,0.8394555023923445,0.32375693169749786
2546,,after_candidate_limit,,866,34,16,34,12.78,11.5,3,4.5,6,2,0.8483990430622009,0.32372456018131707
2547,,after_candidate_limit,,2795,111,20,111,15,9,3,4.5,20,1,0.8482732057416268,0.3237083427681242
2548,,after_candidate_limit,,3755,150,5,150,9.44,4.25,1.33,2,2,1,0.865244976076555,0.32348522751246545
2549,,after_candidate_limit,,847,33,22,33,12.78,11.5,2.17,3.25,20,3,0.8420325358851675,0.3232963768638806
2550,,after_candidate_limit,,3510,140,10,140,9.44,2.83,0.5,0.75,3,1,0.8798229665071771,0.3232323241558878
2551,,after_candidate_limit,,2721,108,21,108,15,9,1.33,2,20,2,0.8645717703349283,0.3231652035361592
2552,,after_candidate_limit,,415,16,15,16,11.67,5.25,0.5,2,6,1,0.8462765550239234,0.3231204087679521
2553,,after_candidate_limit,,3780,151,5,151,9.44,4.25,1.33,3.67,2,1,0.8652602870813397,0.3230964593181677
2554,,after_candidate_limit,,470,18,20,18,11.67,5.25,1.33,3.67,20,1,0.8142483253588517,0.32299106306360087
2555,,after_candidate_limit,,2745,109,20,109,15,9,1.33,3.67,20,1,0.8586043062200956,0.32295239481835186
2556,,after_candidate_limit,,2320,92,20,92,15,4.5,0.5,1.38,20,1,0.8655205741626795,0.32292396146821606
2557,,after_candidate_limit,,2521,100,21,100,15,6.75,0.5,2,20,2,0.8687894736842106,0.3227660673069551
2558,,after_candidate_limit,,2746,109,21,109,15,9,1.33,3.67,20,2,0.8613684210526316,0.32263430496506873
2559,,after_candidate_limit,,2796,111,21,111,15,9,3,4.5,20,2,0.8542143540669856,0.32257079178268
2560,,after_candidate_limit,,2770,110,20,110,15,9,2.17,3.25,20,1,0.8466172248803828,0.3223931628558885
2561,,after_candidate_limit,,3861,154,11,154,9.44,5.66,0.5,0.75,3,2,0.8797837320574162,0.3222685892998661
2562,,after_candidate_limit,,2345,93,20,93,15,4.5,0.5,2,20,1,0.865511961722488,0.32211277980563463
2563,,after_candidate_limit,,541,21,16,21,11.67,7,0.5,0.75,6,2,0.8464057416267943,0.3221087210671134
2564,,after_candidate_limit,,4173,166,23,166,9.44,8.5,2.17,3.25,20,8,0.7634636363636363,0.32207904322918407
2565,,after_candidate_limit,,566,22,16,22,11.67,7,0.5,1.38,6,2,0.8463990430622009,0.32172018319404594
2566,,after_candidate_limit,,591,23,16,23,11.67,7,0.5,2,6,2,0.8463990430622009,0.3214624633779759
2567,,after_candidate_limit,,4156,166,6,166,9.44,8.5,2.17,3.25,2,2,0.8510153110047847,0.3213339681155012
2568,,after_candidate_limit,,124,4,24,4,11.67,10.5,1.33,3.67,20,15,0.8164995215311005,0.3210891592202888
2569,,after_candidate_limit,,348,13,23,13,11.67,3.5,3,4.5,20,8,0.8394526315789473,0.3209368746487209
2570,,after_candidate_limit,,349,13,24,13,11.67,3.5,3,4.5,20,15,0.8394526315789473,0.3209368746487209
2571,,after_candidate_limit,,523,20,23,20,11.67,5.25,3,4.5,20,8,0.8394526315789473,0.3209368746487209
2572,,after_candidate_limit,,524,20,24,20,11.67,5.25,3,4.5,20,15,0.8394526315789473,0.3209368746487209
2573,,after_candidate_limit,,698,27,23,27,11.67,7,3,4.5,20,8,0.8394526315789473,0.3209368746487209
2574,,after_candidate_limit,,699,27,24,27,11.67,7,3,4.5,20,15,0.8394526315789473,0.3209368746487209
2575,,after_candidate_limit,,3647,145,22,145,9.44,2.83,2.17,3.25,20,3,0.7633770334928229,0.32092113123846905
2576,,after_candidate_limit,,1565,62,15,62,13.89,12.5,3,4.5,6,1,0.8531555023923445,0.32088025805793824
2577,,after_candidate_limit,,1795,71,20,71,13.89,6.25,0.5,1.38,20,1,0.8527363636363636,0.32058537460606296
2578,,after_candidate_limit,,190,7,15,7,11.67,3.5,0.5,0.75,6,1,0.8459933014354067,0.3205766234125805
2579,,after_candidate_limit,,4087,163,12,163,9.44,8.5,0.5,2,3,3,0.8801234449760765,0.32052769465345077
2580,,after_candidate_limit,,3560,142,10,142,9.44,2.83,0.5,2,3,1,0.8797224880382775,0.32052044155612425
2581,,after_candidate_limit,,3535,141,10,141,9.44,2.83,0.5,1.38,3,1,0.8797569377990431,0.32048871434543846
2582,,after_candidate_limit,,1396,55,21,55,12.78,7.67,3,4.5,20,2,0.8601009569377991,0.320417640034566
2583,,after_candidate_limit,,4062,162,12,162,9.44,8.5,0.5,1.38,3,3,0.8800842105263158,0.32036559845464363
2584,,after_candidate_limit,,3980,159,5,159,9.44,5.66,2.17,3.25,2,1,0.8509301435406699,0.32025940308982825
2585,,after_candidate_limit,,3580,143,5,143,9.44,2.83,1.33,2,2,1,0.8650296650717704,0.3202040499771286
2586,,after_candidate_limit,,3648,145,23,145,9.44,2.83,2.17,3.25,20,8,0.7633688995215311,0.32019664621227417
2587,,after_candidate_limit,,3649,145,24,145,9.44,2.83,2.17,3.25,20,15,0.7633688995215311,0.32019664621227417
2588,,after_candidate_limit,,3823,152,23,152,9.44,4.25,2.17,3.25,20,8,0.7633688995215311,0.32019664621227417
2589,,after_candidate_limit,,3824,152,24,152,9.44,4.25,2.17,3.25,20,15,0.7633688995215311,0.32019664621227417
2590,,after_candidate_limit,,3998,159,23,159,9.44,5.66,2.17,3.25,20,8,0.7633688995215311,0.32019664621227417
2591,,after_candidate_limit,,3999,159,24,159,9.44,5.66,2.17,3.25,20,15,0.7633688995215311,0.32019664621227417
2592,,after_candidate_limit,,4174,166,24,166,9.44,8.5,2.17,3.25,20,15,0.7633688995215311,0.32019664621227417
2593,,after_candidate_limit,,2095,83,20,83,13.89,8.33,3,4.5,20,1,0.8570842105263158,0.3201651329499027
2594,,after_candidate_limit,,1345,53,20,53,12.78,7.67,1.33,3.67,20,1,0.8485373205741626,0.32011620775291155
2595,,after_candidate_limit,,2771,110,21,110,15,9,2.17,3.25,20,2,0.8493444976076555,0.32000301816364635
2596,,after_candidate_limit,,2722,108,22,108,15,9,1.33,2,20,3,0.8639425837320575,0.3196131305466908
2597,,after_candidate_limit,,3605,144,5,144,9.44,2.83,1.33,3.67,2,1,0.8650315789473684,0.31961097655099807
2598,,after_candidate_limit,,965,38,15,38,12.78,3.83,1.33,2,6,1,0.847911004784689,0.31950015575157
2599,,after_candidate_limit,,3911,156,11,156,9.44,5.66,0.5,2,3,2,0.8797626794258373,0.3193739504044322
2600,,after_candidate_limit,,3886,155,11,155,9.44,5.66,0.5,1.38,3,2,0.879755023923445,0.31928970529351003
2601,,after_candidate_limit,,622,24,22,24,11.67,7,1.33,2,20,3,0.8165397129186602,0.31928441302720295
2602,,after_candidate_limit,,2265,90,15,90,15,13.5,3,4.5,6,1,0.8609913875598086,0.3192641707591784
2603,,after_candidate_limit,,99,3,24,3,11.67,10.5,1.33,2,20,15,0.8164928229665072,0.3192216944035137
2604,,after_candidate_limit,,1946,77,21,77,13.89,8.33,0.5,0.75,20,2,0.8526622009569378,0.3191821222531084
2605,,after_candidate_limit,,2747,109,22,109,15,9,1.33,3.67,20,3,0.8606574162679426,0.3191719077144821
2606,,after_candidate_limit,,1320,52,20,52,12.78,7.67,1.33,2,20,1,0.84852009569378,0.3190101597390281
2607,,after_candidate_limit,,4037,161,12,161,9.44,8.5,0.5,0.75,3,3,0.8801023923444976,0.3189500407018098
2608,,after_candidate_limit,,2472,98,22,98,15,6.75,0.5,0.75,20,3,0.8685641148325359,0.3189004101331546
2609,,after_candidate_limit,,2124,84,24,84,15,13.5,0.5,0.75,20,15,0.8651674641148326,0.31889544715037194
2610,,after_candidate_limit,,790,31,15,31,12.78,11.5,1.33,2,6,1,0.8427291866028708,0.3187720539091028
2611,,after_candidate_limit,,1342,53,17,53,12.78,7.67,1.33,3.67,6,3,0.8481799043062201,0.3185672540299836
2612,,after_candidate_limit,,2797,111,22,111,15,9,3,4.5,20,3,0.8537325358851675,0.31854625744171194
2613,,after_candidate_limit,,2070,82,20,82,13.89,8.33,2.17,3.25,20,1,0.8582478468899521,0.3185013344941095
2614,,after_candidate_limit,,1317,52,17,52,12.78,7.67,1.33,2,6,3,0.8481645933014355,0.31843330445296386
2615,,after_candidate_limit,,1220,48,20,48,12.78,5.75,3,4.5,20,1,0.8603976076555024,0.3183847874321079
2616,,after_candidate_limit,,4107,164,7,164,9.44,8.5,1.33,2,2,3,0.8652631578947368,0.3183794986962348
2617,,after_candidate_limit,,270,10,20,10,11.67,3.5,1.33,2,20,1,0.8137770334928229,0.31835217245075503
2618,,after_candidate_limit,,295,11,20,11,11.67,3.5,1.33,3.67,20,1,0.8137684210526316,0.31830767481175437
2619,,after_candidate_limit,,2522,100,22,100,15,6.75,0.5,2,20,3,0.8685564593301436,0.31829093033780287
2620,,after_candidate_limit,,98,3,23,3,11.67,10.5,1.33,2,20,8,0.8132818181818182,0.31821647991927926
2621,,after_candidate_limit,,1820,72,20,72,13.89,6.25,0.5,2,20,1,0.8527937799043063,0.3181700367125478
2622,,after_candidate_limit,,1166,46,16,46,12.78,5.75,1.33,3.67,6,2,0.8481339712918661,0.3180748001987389
2623,,after_candidate_limit,,1141,45,16,45,12.78,5.75,1.33,2,6,2,0.8481282296650717,0.3180554824308876
2624,,after_candidate_limit,,3956,158,6,158,9.44,5.66,1.33,3.67,2,2,0.8650114832535886,0.3179917000995194
2625,,after_candidate_limit,,2497,99,22,99,15,6.75,0.5,1.38,20,3,0.8685497607655502,0.31795810815179215
2626,,after_candidate_limit,,990,39,15,39,12.78,3.83,1.33,3.67,6,1,0.8479181818181818,0.3179524153207317
2627,,after_candidate_limit,,4132,165,7,165,9.44,8.5,1.33,3.67,2,3,0.8652612440191387,0.31788153524829293
2628,,after_candidate_limit,,3931,157,6,157,9.44,5.66,1.33,2,2,2,0.8650047846889952,0.31787345732029987
2629,,after_candidate_limit,,797,31,22,31,12.78,11.5,1.33,2,20,3,0.8387971291866029,0.31779642710283595
2630,,after_candidate_limit,,2296,91,21,91,15,4.5,0.5,0.75,20,2,0.868500956937799,0.31778885493449327
2631,,after_candidate_limit,,1370,54,20,54,12.78,7.67,2.17,3.25,20,1,0.8475894736842106,0.3175902795582745
2632,,after_candidate_limit,,647,25,22,25,11.67,7,1.33,3.67,20,3,0.8165368421052631,0.3175389623079991
2633,,after_candidate_limit,,123,4,23,4,11.67,10.5,1.33,3.67,20,8,0.8132971291866029,0.31753384605378493
2634,,after_candidate_limit,,2321,92,21,92,15,4.5,0.5,1.38,20,2,0.8684942583732057,0.3172386808903317
2635,,after_candidate_limit,,2346,93,21,93,15,4.5,0.5,2,20,2,0.8685,0.3172080188865527
2636,,after_candidate_limit,,1040,41,15,41,12.78,3.83,3,4.5,6,1,0.8487511961722488,0.3171040599786667
2637,,after_candidate_limit,,471,18,21,18,11.67,5.25,1.33,3.67,20,2,0.8165578947368421,0.31693463403164135
2638,,after_candidate_limit,,1216,48,16,48,12.78,5.75,3,4.5,6,2,0.8489172248803828,0.31692545252753784
2639,,after_candidate_limit,,1392,55,17,55,12.78,7.67,3,4.5,6,3,0.8489775119617224,0.3168440950727707
2640,,after_candidate_limit,,3781,151,6,151,9.44,4.25,1.33,3.67,2,2,0.8649133971291866,0.3167710875425219
2641,,after_candidate_limit,,4181,167,6,167,9.44,8.5,3,4.5,2,2,0.8475186602870813,0.3167642481521732
2642,,after_candidate_limit,,3736,149,11,149,9.44,4.25,0.5,2,3,2,0.8796287081339713,0.31659390404481286
2643,,after_candidate_limit,,446,17,21,17,11.67,5.25,1.33,2,20,2,0.8165511961722488,0.316576659194376
2644,,after_candidate_limit,,3711,148,11,148,9.44,4.25,0.5,1.38,3,2,0.879622009569378,0.31657513667716225
2645,,after_candidate_limit,,3686,147,11,147,9.44,4.25,0.5,0.75,3,2,0.8796248803827751,0.3165542043654187
2646,,after_candidate_limit,,4005,160,5,160,9.44,5.66,3,4.5,2,1,0.8474708133971292,0.3165515748060455
2647,,after_candidate_limit,,3756,150,6,150,9.44,4.25,1.33,2,2,2,0.8648976076555024,0.31649697246080716
2648,,after_candidate_limit,,447,17,22,17,11.67,5.25,1.33,2,20,3,0.8165215311004784,0.31642103797974597
2649,,after_candidate_limit,,472,18,22,18,11.67,5.25,1.33,3.67,20,3,0.8165263157894737,0.3164041174952414
2650,,after_candidate_limit,,542,21,17,21,11.67,7,0.5,0.75,6,3,0.8461215311004785,0.31632452261826827
2651,,after_candidate_limit,,296,11,21,11,11.67,3.5,1.33,3.67,20,2,0.816477033492823,0.31631102379777926
2652,,after_candidate_limit,,271,10,21,10,11.67,3.5,1.33,2,20,2,0.816477033492823,0.3162577492443192
2653,,after_candidate_limit,,1971,78,21,78,13.89,8.33,0.5,1.38,20,2,0.8526521531100478,0.31606995539423083
2654,,after_candidate_limit,,215,8,15,8,11.67,3.5,0.5,1.38,6,1,0.8458880382775119,0.3160624383677711
2655,,after_candidate_limit,,272,10,22,10,11.67,3.5,1.33,2,20,3,0.8164923444976077,0.31601929583061156
2656,,after_candidate_limit,,297,11,22,11,11.67,3.5,1.33,3.67,20,3,0.8164904306220095,0.31600917390744615
2657,,after_candidate_limit,,3912,156,12,156,9.44,5.66,0.5,2,3,3,0.8796,0.3159308214018645
2658,,after_candidate_limit,,3887,155,12,155,9.44,5.66,0.5,1.38,3,3,0.8795942583732057,0.31573505740151303
2659,,after_candidate_limit,,1045,41,20,41,12.78,3.83,3,4.5,20,1,0.86001004784689,0.315731885859656
2660,,after_candidate_limit,,2772,110,22,110,15,9,2.17,3.25,20,3,0.8487287081339713,0.31566475862901333
2661,,after_candidate_limit,,2020,80,20,80,13.89,8.33,1.33,2,20,1,0.8488861244019139,0.31559452053088527
2662,,after_candidate_limit,,1996,79,21,79,13.89,8.33,0.5,2,20,2,0.8526406698564594,0.3155193113705681
2663,,after_candidate_limit,,3862,154,12,154,9.44,5.66,0.5,0.75,3,3,0.8795856459330144,0.3154791895789097
2664,,after_candidate_limit,,366,14,16,14,11.67,5.25,0.5,0.75,6,2,0.8460870813397129,0.31543452157598306
2665,,after_candidate_limit,,3957,158,7,158,9.44,5.66,1.33,3.67,2,3,0.8648612440191388,0.3153704787912994
2666,,after_candidate_limit,,3932,157,7,157,9.44,5.66,1.33,2,2,3,0.8648602870813397,0.3152972180540143
2667,,after_candidate_limit,,240,9,15,9,11.67,3.5,0.5,2,6,1,0.8458832535885168,0.31523791380732663
2668,,after_candidate_limit,,1397,55,22,55,12.78,7.67,3,4.5,20,3,0.8599473684210527,0.3150902502283641
2669,,after_candidate_limit,,1015,40,15,40,12.78,3.83,2.17,3.25,6,1,0.8386535885167464,0.31495582162221386
2670,,after_candidate_limit,,840,33,15,33,12.78,11.5,2.17,3.25,6,1,0.8358688995215311,0.31484865840008003
2671,,after_candidate_limit,,3511,140,11,140,9.44,2.83,0.5,0.75,3,2,0.8795569377990431,0.3147901227230461
2672,,after_candidate_limit,,1367,54,17,54,12.78,7.67,2.17,3.25,6,3,0.8388947368421052,0.31462703305521383
2673,,after_candidate_limit,,3536,141,11,141,9.44,2.83,0.5,1.38,3,2,0.8795468899521531,0.3145864422139671
2674,,after_candidate_limit,,3561,142,11,142,9.44,2.83,0.5,2,3,2,0.879545933014354,0.3145452065782763
2675,,after_candidate_limit,,991,39,16,39,12.78,3.83,1.33,3.67,6,2,0.8479712918660287,0.31449061734203076
2676,,after_candidate_limit,,2297,91,22,91,15,4.5,0.5,0.75,20,3,0.868399043062201,0.3144791319118404
2677,,after_candidate_limit,,2347,93,22,93,15,4.5,0.5,2,20,3,0.8684066985645933,0.3144508987013822
2678,,after_candidate_limit,,595,23,20,23,11.67,7,0.5,2,20,1,0.8432511961722488,0.3144138099815703
2679,,after_candidate_limit,,2322,92,22,92,15,4.5,0.5,1.38,20,3,0.8684028708133972,0.3144130527212836
2680,,after_candidate_limit,,1191,47,16,47,12.78,5.75,2.17,3.25,6,2,0.8388344497607656,0.31440385750299576
2681,,after_candidate_limit,,966,38,16,38,12.78,3.83,1.33,2,6,2,0.8479617224880382,0.3143452408701567
2682,,after_candidate_limit,,3581,143,6,143,9.44,2.83,1.33,2,2,2,0.8648205741626794,0.3142784230650391
2683,,after_candidate_limit,,3606,144,6,144,9.44,2.83,1.33,3.67,2,2,0.8648224880382775,0.31425978181895275
2684,,after_candidate_limit,,3737,149,12,149,9.44,4.25,0.5,2,3,3,0.8795401913875598,0.31418354148225325
2685,,after_candidate_limit,,2546,101,21,101,15,6.75,1.33,2,20,2,0.8639894736842105,0.3141303218221197
2686,,after_candidate_limit,,3712,148,12,148,9.44,4.25,0.5,1.38,3,3,0.8795363636363637,0.3140861559723996
2687,,after_candidate_limit,,416,16,16,16,11.67,5.25,0.5,2,6,2,0.84608995215311,0.3140661688313544
2688,,after_candidate_limit,,391,15,16,15,11.67,5.25,0.5,1.38,6,2,0.8460746411483253,0.31401843263449714
2689,,after_candidate_limit,,1221,48,21,48,12.78,5.75,3,4.5,20,2,0.8597803827751196,0.31396241026689065
2690,,after_candidate_limit,,3782,151,7,151,9.44,4.25,1.33,3.67,2,3,0.8648181818181818,0.31392583077194386
2691,,after_candidate_limit,,567,22,17,22,11.67,7,0.5,1.38,6,3,0.8460956937799043,0.3138674508367384
2692,,after_candidate_limit,,3687,147,12,147,9.44,4.25,0.5,0.75,3,3,0.8795330143540669,0.31386441252090497
2693,,after_candidate_limit,,1142,45,17,45,12.78,5.75,1.33,2,6,3,0.8479583732057416,0.3138022755780205
2694,,after_candidate_limit,,2174,86,24,86,15,13.5,0.5,2,20,15,0.8648688995215311,0.31375717289920774
2695,,after_candidate_limit,,1167,46,17,46,12.78,5.75,1.33,3.67,6,3,0.8479583732057416,0.31365937040873537
2696,,after_candidate_limit,,3757,150,7,150,9.44,4.25,1.33,2,2,3,0.8648114832535885,0.3136531598261012
2697,,after_candidate_limit,,2149,85,24,85,15,13.5,0.5,1.38,20,15,0.8650248803827751,0.3136281520665129
2698,,after_candidate_limit,,2370,94,20,94,15,4.5,1.33,2,20,1,0.8639631578947369,0.31356506354768404
2699,,after_candidate_limit,,2071,82,21,82,13.89,8.33,2.17,3.25,20,2,0.8637492822966507,0.3135067112455895
2700,,after_candidate_limit,,2045,81,20,81,13.89,8.33,1.33,3.67,20,1,0.8455196172248803,0.3134718306658646
2701,,after_candidate_limit,,570,22,20,22,11.67,7,0.5,1.38,20,1,0.8432167464114833,0.31335608165636913
2702,,after_candidate_limit,,1041,41,16,41,12.78,3.83,3,4.5,6,2,0.8487641148325359,0.313297050602645
2703,,after_candidate_limit,,2096,83,21,83,13.89,8.33,3,4.5,20,2,0.8596129186602871,0.313049316336988
2704,,after_candidate_limit,,3805,152,5,152,9.44,4.25,2.17,3.25,2,1,0.8505483253588517,0.31297666818872183
2705,,after_candidate_limit,,1145,45,20,45,12.78,5.75,1.33,2,20,1,0.8471263157894737,0.31295916123562806
2706,,after_candidate_limit,,592,23,17,23,11.67,7,0.5,2,6,3,0.8461043062200957,0.3129439341755317
2707,,after_candidate_limit,,1595,63,20,63,13.89,4.17,0.5,0.75,20,1,0.8521688995215311,0.31279269219254924
2708,,after_candidate_limit,,3512,140,12,140,9.44,2.83,0.5,0.75,3,3,0.8795124401913875,0.3126820176227455
2709,,after_candidate_limit,,1217,48,17,48,12.78,5.75,3,4.5,6,3,0.848756937799043,0.31264409563114187
2710,,after_candidate_limit,,2571,102,21,102,15,6.75,1.33,3.67,20,2,0.8639894736842105,0.31261080736391567
2711,,after_candidate_limit,,3562,142,12,142,9.44,2.83,0.5,2,3,3,0.8795095693779904,0.31250480547645326
2712,,after_candidate_limit,,273,10,23,10,11.67,3.5,1.33,2,20,8,0.8164851674641148,0.31246162630697494
2713,,after_candidate_limit,,274,10,24,10,11.67,3.5,1.33,2,20,15,0.8164851674641148,0.31246162630697494
2714,,after_candidate_limit,,298,11,23,11,11.67,3.5,1.33,3.67,20,8,0.8164851674641148,0.31246162630697494
2715,,after_candidate_limit,,299,11,24,11,11.67,3.5,1.33,3.67,20,15,0.8164851674641148,0.31246162630697494
2716,,after_candidate_limit,,448,17,23,17,11.67,5.25,1.33,2,20,8,0.8164851674641148,0.31246162630697494
2717,,after_candidate_limit,,449,17,24,17,11.67,5.25,1.33,2,20,15,0.8164851674641148,0.31246162630697494
2718,,after_candidate_limit,,473,18,23,18,11.67,5.25,1.33,3.67,20,8,0.8164851674641148,0.31246162630697494
2719,,after_candidate_limit,,474,18,24,18,11.67,5.25,1.33,3.67,20,15,0.8164851674641148,0.31246162630697494
2720,,after_candidate_limit,,623,24,23,24,11.67,7,1.33,2,20,8,0.8164851674641148,0.31246162630697494
2721,,after_candidate_limit,,624,24,24,24,11.67,7,1.33,2,20,15,0.8164851674641148,0.31246162630697494
2722,,after_candidate_limit,,648,25,23,25,11.67,7,1.33,3.67,20,8,0.8164851674641148,0.31246162630697494
2723,,after_candidate_limit,,649,25,24,25,11.67,7,1.33,3.67,20,15,0.8164851674641148,0.31246162630697494
2724,,after_candidate_limit,,3537,141,12,141,9.44,2.83,0.5,1.38,3,3,0.8795105263157895,0.31236880957271546
2725,,after_candidate_limit,,71,2,21,2,11.67,10.5,0.5,2,20,2,0.8460172248803828,0.3123533490147554
2726,,after_candidate_limit,,865,34,15,34,12.78,11.5,3,4.5,6,1,0.848199043062201,0.31235212257233175
2727,,after_candidate_limit,,720,28,20,28,12.78,11.5,0.5,0.75,20,1,0.858511004784689,0.31224691080562217
2728,,after_candidate_limit,,2395,95,20,95,15,4.5,1.33,3.67,20,1,0.8639755980861245,0.3120890309961816
2729,,after_candidate_limit,,1222,48,22,48,12.78,5.75,3,4.5,20,3,0.8596966507177034,0.31200386210292896
2730,,after_candidate_limit,,1046,41,21,41,12.78,3.83,3,4.5,20,2,0.8596870813397129,0.311883642309731
2731,,after_candidate_limit,,1346,53,21,53,12.78,7.67,1.33,3.67,20,2,0.8470277511961722,0.3118259266534808
2732,,after_candidate_limit,,68,2,18,2,11.67,10.5,0.5,2,6,8,0.8457358851674641,0.3117153415997138
2733,,after_candidate_limit,,3607,144,7,144,9.44,2.83,1.33,3.67,2,3,0.864777990430622,0.31170801666056
2734,,after_candidate_limit,,1895,75,20,75,13.89,6.25,2.17,3.25,20,1,0.8608904306220095,0.31157229954270915
2735,,after_candidate_limit,,815,32,15,32,12.78,11.5,1.33,3.67,6,1,0.8429277511961722,0.3115241986844225
2736,,after_candidate_limit,,2123,84,23,84,15,13.5,0.5,0.75,20,8,0.8653081339712919,0.31150710485590943
2737,,after_candidate_limit,,3582,143,7,143,9.44,2.83,1.33,2,2,3,0.8647751196172249,0.3114391553769161
2738,,after_candidate_limit,,1371,54,21,54,12.78,7.67,2.17,3.25,20,2,0.846355980861244,0.31132863405236083
2739,,after_candidate_limit,,545,21,20,21,11.67,7,0.5,0.75,20,1,0.843045933014354,0.3112857608732177
2740,,after_candidate_limit,,1321,52,21,52,12.78,7.67,1.33,2,20,2,0.8470043062200957,0.31119094975670686
2741,,after_candidate_limit,,191,7,16,7,11.67,3.5,0.5,0.75,6,2,0.8459645933014354,0.3111681770548337
