ranked_position,selected_rank,disposition,representative_system_id,regime_idx,param_idx,mn_idx,geometry_idx,d_pos,d_neg,steepness_pos,steepness_neg,M,N,roc_auc,pr_auc
1183,,after_candidate_limit,,582,23,7,23,11.67,7,0.5,2,2,3,0.9260545454545455,0.42880799122872937
1184,,after_candidate_limit,,1261,50,11,50,12.78,7.67,0.5,1.38,3,2,0.9132583732057417,0.4286369797419543
1185,,after_candidate_limit,,1206,48,6,48,12.78,5.75,3,4.5,2,2,0.9129081339712919,0.4286322652712537
1186,,after_candidate_limit,,1660,66,10,66,13.89,4.17,1.33,2,3,1,0.9070875598086124,0.4286210508600199
1187,,after_candidate_limit,,3525,141,0,141,9.44,2.83,0.5,1.38,1,1,0.9395511961722488,0.42854678993779133
1188,,after_candidate_limit,,2262,90,12,90,15,13.5,3,4.5,3,3,0.9154717703349282,0.42853827980637704
1189,,after_candidate_limit,,3550,142,0,142,9.44,2.83,0.5,2,1,1,0.9395234449760765,0.42845277700980217
1190,,after_candidate_limit,,782,31,7,31,12.78,11.5,1.33,2,2,3,0.9173655502392345,0.4279420775666956
1191,,after_candidate_limit,,1181,47,6,47,12.78,5.75,2.17,3.25,2,2,0.9136827751196173,0.42787417284769
1192,,after_candidate_limit,,2212,88,12,88,15,13.5,1.33,3.67,3,3,0.9177090909090909,0.427710093477392
1193,,after_candidate_limit,,2692,107,17,107,15,9,0.5,2,6,3,0.8970406698564594,0.4275791429801248
1194,,after_candidate_limit,,231,9,6,9,11.67,3.5,0.5,2,2,2,0.9259153110047846,0.4274849727315146
1195,,after_candidate_limit,,1156,46,6,46,12.78,5.75,1.33,3.67,2,2,0.9169598086124402,0.4274127179012
1196,,after_candidate_limit,,1131,45,6,45,12.78,5.75,1.33,2,2,2,0.9169507177033492,0.427403262202681
1197,,after_candidate_limit,,181,7,6,7,11.67,3.5,0.5,0.75,2,2,0.9259038277511962,0.42739933962766047
1198,,after_candidate_limit,,831,33,6,33,12.78,11.5,2.17,3.25,2,2,0.9148765550239234,0.42739667836575856
1199,,after_candidate_limit,,206,8,6,8,11.67,3.5,0.5,1.38,2,2,0.9259038277511962,0.4273142593244439
1200,,after_candidate_limit,,2667,106,17,106,15,9,0.5,1.38,6,3,0.8972617224880383,0.4271661914782188
1201,,after_candidate_limit,,1685,67,10,67,13.89,4.17,1.33,3.67,3,1,0.9070933014354067,0.42695987507997013
1202,,after_candidate_limit,,1382,55,7,55,12.78,7.67,3,4.5,2,3,0.9128157894736842,0.4266312591024214
1203,,after_candidate_limit,,58,2,8,2,11.67,10.5,0.5,2,2,8,0.925821052631579,0.42652585183413333
1204,,after_candidate_limit,,1357,54,7,54,12.78,7.67,2.17,3.25,2,3,0.9136248803827751,0.42638262668311944
1205,,after_candidate_limit,,910,36,10,36,12.78,3.83,0.5,1.38,3,1,0.9129253588516747,0.4262423064166015
1206,,after_candidate_limit,,712,28,12,28,12.78,11.5,0.5,0.75,3,3,0.9135722488038277,0.4261792369991777
1207,,after_candidate_limit,,357,14,7,14,11.67,5.25,0.5,0.75,2,3,0.925822009569378,0.4259467753077465
1208,,after_candidate_limit,,1332,53,7,53,12.78,7.67,1.33,3.67,2,3,0.916911961722488,0.4259001703577442
1209,,after_candidate_limit,,8,0,8,0,11.67,10.5,0.5,0.75,2,8,0.9257760765550239,0.4257578168327274
1210,,after_candidate_limit,,407,16,7,16,11.67,5.25,0.5,2,2,3,0.9258301435406698,0.425739316378991
1211,,after_candidate_limit,,33,1,8,1,11.67,10.5,0.5,1.38,2,8,0.9257760765550239,0.4256708628889088
1212,,after_candidate_limit,,680,27,5,27,11.67,7,3,4.5,2,1,0.8926985645933014,0.42561535368828235
1213,,after_candidate_limit,,382,15,7,15,11.67,5.25,0.5,1.38,2,3,0.9258272727272727,0.42560263348864996
1214,,after_candidate_limit,,2642,105,17,105,15,9,0.5,0.75,6,3,0.8973440191387559,0.42559697282002584
1215,,after_candidate_limit,,806,32,6,32,12.78,11.5,1.33,3.67,2,2,0.9182186602870813,0.42556083215085516
1216,,after_candidate_limit,,2790,111,15,111,15,9,3,4.5,6,1,0.8808995215311005,0.4253522626772361
1217,,after_candidate_limit,,1307,52,7,52,12.78,7.67,1.33,2,2,3,0.9168990430622009,0.4252752636668345
1218,,after_candidate_limit,,585,23,10,23,11.67,7,0.5,2,3,1,0.901000956937799,0.4250356561773637
1219,,after_candidate_limit,,655,26,5,26,11.67,7,2.17,3.25,2,1,0.8948133971291866,0.4249719353673508
1220,,after_candidate_limit,,1335,53,10,53,12.78,7.67,1.33,3.67,3,1,0.8927492822966507,0.4249150251382138
1221,,after_candidate_limit,,856,34,6,34,12.78,11.5,3,4.5,2,2,0.9142334928229665,0.4248999892949695
1222,,after_candidate_limit,,1031,41,6,41,12.78,3.83,3,4.5,2,2,0.9126555023923445,0.4248668006971599
1223,,after_candidate_limit,,4077,163,2,163,9.44,8.5,0.5,2,1,3,0.9395406698564593,0.4247847660274156
1224,,after_candidate_limit,,935,37,10,37,12.78,3.83,0.5,2,3,1,0.9129043062200957,0.4243825461263629
1225,,after_candidate_limit,,1530,61,5,61,13.89,12.5,2.17,3.25,2,1,0.9275119617224881,0.42437053416268267
1226,,after_candidate_limit,,560,22,10,22,11.67,7,0.5,1.38,3,1,0.9009665071770335,0.42432520359556203
1227,,after_candidate_limit,,1006,40,6,40,12.78,3.83,2.17,3.25,2,2,0.9134377990430622,0.42431814339111334
1228,,after_candidate_limit,,4052,162,2,162,9.44,8.5,0.5,1.38,1,3,0.939532057416268,0.42420275300274807
1229,,after_candidate_limit,,737,29,12,29,12.78,11.5,0.5,1.38,3,3,0.9131205741626794,0.4241072602416771
1230,,after_candidate_limit,,3851,154,1,154,9.44,5.66,0.5,0.75,1,2,0.9393751196172249,0.42400808028237585
1231,,after_candidate_limit,,1310,52,10,52,12.78,7.67,1.33,2,3,1,0.892687081339713,0.4239887848299014
1232,,after_candidate_limit,,832,33,7,33,12.78,11.5,2.17,3.25,2,3,0.9138593301435407,0.42394018602372263
1233,,after_candidate_limit,,981,39,6,39,12.78,3.83,1.33,3.67,2,2,0.916712918660287,0.4239271782809207
1234,,after_candidate_limit,,2186,87,11,87,15,13.5,1.33,2,3,2,0.9165387559808612,0.423903251766741
1235,,after_candidate_limit,,2466,98,16,98,15,6.75,0.5,0.75,6,2,0.8975114832535885,0.4238142546470999
1236,,after_candidate_limit,,956,38,6,38,12.78,3.83,1.33,2,2,2,0.9166909090909091,0.4236854879270497
1237,,after_candidate_limit,,1710,68,10,68,13.89,4.17,2.17,3.25,3,1,0.9036717703349282,0.423618352844392
1238,,after_candidate_limit,,2615,104,15,104,15,6.75,3,4.5,6,1,0.8810306220095694,0.4232387986043083
1239,,after_candidate_limit,,2715,108,15,108,15,9,1.33,2,6,1,0.8758354066985646,0.42322235536588465
1240,,after_candidate_limit,,2765,110,15,110,15,9,2.17,3.25,6,1,0.8768622009569378,0.42313808784463625
1241,,after_candidate_limit,,2491,99,16,99,15,6.75,0.5,1.38,6,2,0.897522966507177,0.42312956920429956
1242,,after_candidate_limit,,1940,77,15,77,13.89,8.33,0.5,0.75,6,1,0.8798133971291866,0.4231181989776584
1243,,after_candidate_limit,,232,9,7,9,11.67,3.5,0.5,2,2,3,0.9256913875598086,0.42300447432625043
1244,,after_candidate_limit,,182,7,7,7,11.67,3.5,0.5,0.75,2,3,0.9256909090909091,0.42295657490341815
1245,,after_candidate_limit,,2516,100,16,100,15,6.75,0.5,2,6,2,0.8975377990430622,0.4229347985506153
1246,,after_candidate_limit,,3901,156,1,156,9.44,5.66,0.5,2,1,2,0.9393813397129187,0.4229304608759645
1247,,after_candidate_limit,,207,8,7,8,11.67,3.5,0.5,1.38,2,3,0.9256856459330144,0.42280178944871266
1248,,after_candidate_limit,,3876,155,1,155,9.44,5.66,0.5,1.38,1,2,0.9393717703349282,0.4227447266459569
1249,,after_candidate_limit,,4027,161,2,161,9.44,8.5,0.5,0.75,1,3,0.9395224880382775,0.42265419964203377
1250,,after_candidate_limit,,1207,48,7,48,12.78,5.75,3,4.5,2,3,0.912533971291866,0.4226337775021003
1251,,after_candidate_limit,,1555,62,5,62,13.89,12.5,3,4.5,2,1,0.9255894736842105,0.42240474674905887
1252,,after_candidate_limit,,857,34,7,34,12.78,11.5,3,4.5,2,3,0.9130516746411483,0.42238629415602885
1253,,after_candidate_limit,,2037,81,12,81,13.89,8.33,1.33,3.67,3,3,0.9068363636363637,0.42226979870481585
1254,,after_candidate_limit,,1182,47,7,47,12.78,5.75,2.17,3.25,2,3,0.9133282296650718,0.42217880639115546
1255,,after_candidate_limit,,736,29,11,29,12.78,11.5,0.5,1.38,3,2,0.9134382775119617,0.42210848733046596
1256,,after_candidate_limit,,2540,101,15,101,15,6.75,1.33,2,6,1,0.8760382775119617,0.42203383021546675
1257,,after_candidate_limit,,1735,69,10,69,13.89,4.17,3,4.5,3,1,0.9010234449760766,0.4220304444318881
1258,,after_candidate_limit,,2565,102,15,102,15,6.75,1.33,3.67,6,1,0.8760736842105263,0.4220278773059955
1259,,after_candidate_limit,,2590,103,15,103,15,6.75,2.17,3.25,6,1,0.8770349282296651,0.42195287364384887
1260,,after_candidate_limit,,1132,45,7,45,12.78,5.75,1.33,2,2,3,0.9165985645933015,0.4218698964750221
1261,,after_candidate_limit,,1157,46,7,46,12.78,5.75,1.33,3.67,2,3,0.9166062200956938,0.4218274094813213
1262,,after_candidate_limit,,3726,149,1,149,9.44,4.25,0.5,2,1,2,0.9392181818181818,0.4216788166260359
1263,,after_candidate_limit,,2740,109,15,109,15,9,1.33,3.67,6,1,0.8758976076555024,0.4216329027005765
1264,,after_candidate_limit,,3701,148,1,148,9.44,4.25,0.5,1.38,1,2,0.9391961722488038,0.42148840403092364
1265,,after_candidate_limit,,858,34,8,34,12.78,11.5,3,4.5,2,8,0.9124583732057416,0.4214011330684976
1266,,after_candidate_limit,,2012,80,12,80,13.89,8.33,1.33,2,3,3,0.9067583732057416,0.42134443714894687
1267,,after_candidate_limit,,808,32,8,32,12.78,11.5,1.33,3.67,2,8,0.916556937799043,0.4211147122446765
1268,,after_candidate_limit,,3676,147,1,147,9.44,4.25,0.5,0.75,1,2,0.9391827751196172,0.4210819024436822
1269,,after_candidate_limit,,1836,73,11,73,13.89,6.25,1.33,2,3,2,0.9068258373205742,0.4210267564385163
1270,,after_candidate_limit,,833,33,8,33,12.78,11.5,2.17,3.25,2,8,0.9132545454545454,0.4208163976643884
1271,,after_candidate_limit,,783,31,8,31,12.78,11.5,1.33,2,2,8,0.9165770334928229,0.4207283681406772
1272,,after_candidate_limit,,807,32,7,32,12.78,11.5,1.33,3.67,2,3,0.9170985645933014,0.42060371640175387
1273,,after_candidate_limit,,1385,55,10,55,12.78,7.67,3,4.5,3,1,0.8856133971291866,0.42055719787075396
1274,,after_candidate_limit,,1861,74,11,74,13.89,6.25,1.33,3.67,3,2,0.9068354066985646,0.42051814588733094
1275,,after_candidate_limit,,1032,41,7,41,12.78,3.83,3,4.5,2,3,0.9123837320574163,0.4202352924445837
1276,,after_candidate_limit,,1360,54,10,54,12.78,7.67,2.17,3.25,3,1,0.8856392344497608,0.4201511578454216
1277,,after_candidate_limit,,1061,42,11,42,12.78,5.75,0.5,0.75,3,2,0.9126679425837321,0.4200487190609641
1278,,after_candidate_limit,,3877,155,2,155,9.44,5.66,0.5,1.38,1,3,0.939111004784689,0.4197418732591118
1279,,after_candidate_limit,,3902,156,2,156,9.44,5.66,0.5,2,1,3,0.9391143540669856,0.41972172965345633
1280,,after_candidate_limit,,1007,40,7,40,12.78,3.83,2.17,3.25,2,3,0.9131765550239235,0.41968247662568176
1281,,after_candidate_limit,,3852,154,2,154,9.44,5.66,0.5,0.75,1,3,0.9391043062200957,0.4195292507605565
1282,,after_candidate_limit,,3501,140,1,140,9.44,2.83,0.5,0.75,1,2,0.9390717703349283,0.4195138521684692
1283,,after_candidate_limit,,982,39,7,39,12.78,3.83,1.33,3.67,2,3,0.9164511961722488,0.41927691879577794
1284,,after_candidate_limit,,761,30,11,30,12.78,11.5,0.5,2,3,2,0.9131157894736842,0.4191859926001091
1285,,after_candidate_limit,,3551,142,1,142,9.44,2.83,0.5,2,1,2,0.9390588516746411,0.4191402658523888
1286,,after_candidate_limit,,2062,82,12,82,13.89,8.33,2.17,3.25,3,3,0.903411961722488,0.41911065352754423
1287,,after_candidate_limit,,3526,141,1,141,9.44,2.83,0.5,1.38,1,2,0.939055980861244,0.4190903171946081
1288,,after_candidate_limit,,957,38,7,38,12.78,3.83,1.33,2,2,3,0.9164368421052631,0.41901842560957175
1289,,after_candidate_limit,,780,31,5,31,12.78,11.5,1.33,2,2,1,0.9209588516746412,0.4189827592871768
1290,,after_candidate_limit,,2236,89,11,89,15,13.5,2.17,3.25,3,2,0.9129732057416268,0.41831692056177544
1291,,after_candidate_limit,,1965,78,15,78,13.89,8.33,0.5,1.38,6,1,0.8797665071770335,0.4182428091970901
1292,,after_candidate_limit,,2087,83,12,83,13.89,8.33,3,4.5,3,3,0.9007832535885167,0.41818433900190266
1293,,after_candidate_limit,,3727,149,2,149,9.44,4.25,0.5,2,1,3,0.9390124401913875,0.41808697118071964
1294,,after_candidate_limit,,3702,148,2,148,9.44,4.25,0.5,1.38,1,3,0.9390105263157895,0.4180155695174157
1295,,after_candidate_limit,,3677,147,2,147,9.44,4.25,0.5,0.75,1,3,0.939011961722488,0.41784502592620537
1296,,after_candidate_limit,,1086,43,11,43,12.78,5.75,0.5,1.38,3,2,0.9126066985645933,0.41773493939309986
1297,,after_candidate_limit,,533,21,8,21,11.67,7,0.5,0.75,2,8,0.9256325358851675,0.4172853427838822
1298,,after_candidate_limit,,583,23,8,23,11.67,7,0.5,2,2,8,0.9256325358851675,0.4172853427838822
1299,,after_candidate_limit,,183,7,8,7,11.67,3.5,0.5,0.75,2,8,0.9256315789473685,0.4172810420887013
1300,,after_candidate_limit,,184,7,9,7,11.67,3.5,0.5,0.75,2,15,0.9256315789473685,0.4172810420887013
1301,,after_candidate_limit,,208,8,8,8,11.67,3.5,0.5,1.38,2,8,0.9256315789473685,0.4172810420887013
1302,,after_candidate_limit,,209,8,9,8,11.67,3.5,0.5,1.38,2,15,0.9256315789473685,0.4172810420887013
1303,,after_candidate_limit,,233,9,8,9,11.67,3.5,0.5,2,2,8,0.9256315789473685,0.4172810420887013
1304,,after_candidate_limit,,234,9,9,9,11.67,3.5,0.5,2,2,15,0.9256315789473685,0.4172810420887013
1305,,after_candidate_limit,,358,14,8,14,11.67,5.25,0.5,0.75,2,8,0.9256315789473685,0.4172810420887013
1306,,after_candidate_limit,,359,14,9,14,11.67,5.25,0.5,0.75,2,15,0.9256315789473685,0.4172810420887013
1307,,after_candidate_limit,,383,15,8,15,11.67,5.25,0.5,1.38,2,8,0.9256315789473685,0.4172810420887013
1308,,after_candidate_limit,,384,15,9,15,11.67,5.25,0.5,1.38,2,15,0.9256315789473685,0.4172810420887013
1309,,after_candidate_limit,,408,16,8,16,11.67,5.25,0.5,2,2,8,0.9256315789473685,0.4172810420887013
1310,,after_candidate_limit,,409,16,9,16,11.67,5.25,0.5,2,2,15,0.9256315789473685,0.4172810420887013
1311,,after_candidate_limit,,534,21,9,21,11.67,7,0.5,0.75,2,15,0.9256315789473685,0.4172810420887013
1312,,after_candidate_limit,,558,22,8,22,11.67,7,0.5,1.38,2,8,0.9256315789473685,0.4172810420887013
1313,,after_candidate_limit,,559,22,9,22,11.67,7,0.5,1.38,2,15,0.9256315789473685,0.4172810420887013
1314,,after_candidate_limit,,584,23,9,23,11.67,7,0.5,2,2,15,0.9256315789473685,0.4172810420887013
1315,,after_candidate_limit,,1886,75,11,75,13.89,6.25,2.17,3.25,3,2,0.9034186602870813,0.4172766464668592
1316,,after_candidate_limit,,1111,44,11,44,12.78,5.75,0.5,2,3,2,0.9126057416267943,0.41723400744824574
1317,,after_candidate_limit,,4030,161,5,161,9.44,8.5,0.5,0.75,2,1,0.9099177033492823,0.41704285795434265
1318,,after_candidate_limit,,735,29,10,29,12.78,11.5,0.5,1.38,3,1,0.9149301435406698,0.416958208980157
1319,,after_candidate_limit,,2211,88,11,88,15,13.5,1.33,3.67,3,2,0.914067942583732,0.4169244935914677
1320,,after_candidate_limit,,2517,100,17,100,15,6.75,0.5,2,6,3,0.8970674641148325,0.41690822763671476
1321,,after_candidate_limit,,2291,91,16,91,15,4.5,0.5,0.75,6,2,0.8970086124401914,0.41690106603234406
1322,,after_candidate_limit,,2341,93,16,93,15,4.5,0.5,2,6,2,0.8970454545454546,0.41687984656999716
1323,,after_candidate_limit,,2492,99,17,99,15,6.75,0.5,1.38,6,3,0.8970574162679426,0.41670702907825335
1324,,after_candidate_limit,,2316,92,16,92,15,4.5,0.5,1.38,6,2,0.8970248803827752,0.41669526468559737
1325,,after_candidate_limit,,1686,67,11,67,13.89,4.17,1.33,3.67,3,2,0.9064952153110047,0.41651792170452134
1326,,after_candidate_limit,,1237,49,12,49,12.78,7.67,0.5,0.75,3,3,0.9125665071770335,0.4164439727667771
1327,,after_candidate_limit,,1287,51,12,51,12.78,7.67,0.5,2,3,3,0.9126105263157894,0.41621136331712083
1328,,after_candidate_limit,,1661,66,11,66,13.89,4.17,1.33,2,3,2,0.906466028708134,0.4161762776746996
1329,,after_candidate_limit,,1911,76,11,76,13.89,6.25,3,4.5,3,2,0.9007727272727273,0.4161687335478731
1330,,after_candidate_limit,,2467,98,17,98,15,6.75,0.5,0.75,6,3,0.8970636363636364,0.4161385225766106
1331,,after_candidate_limit,,762,30,12,30,12.78,11.5,0.5,2,3,3,0.9129913875598086,0.41607606323345714
1332,,after_candidate_limit,,830,33,5,33,12.78,11.5,2.17,3.25,2,1,0.9172784688995216,0.4160643974492888
1333,,after_candidate_limit,,3502,140,2,140,9.44,2.83,0.5,0.75,1,3,0.9389569377990431,0.4159376205989565
1334,,after_candidate_limit,,1837,73,12,73,13.89,6.25,1.33,2,3,3,0.9064167464114833,0.41579078687023685
1335,,after_candidate_limit,,1862,74,12,74,13.89,6.25,1.33,3.67,3,3,0.9064291866028709,0.41576603488140984
1336,,after_candidate_limit,,3552,142,2,142,9.44,2.83,0.5,2,1,3,0.9389531100478469,0.4157301567588042
1337,,after_candidate_limit,,1262,50,12,50,12.78,7.67,0.5,1.38,3,3,0.9126028708133971,0.4156192684160517
1338,,after_candidate_limit,,3527,141,2,141,9.44,2.83,0.5,1.38,1,3,0.9389502392344498,0.41553589500937005
1339,,after_candidate_limit,,1990,79,15,79,13.89,8.33,0.5,2,6,1,0.8795224880382775,0.4152589875896565
1340,,after_candidate_limit,,2185,87,10,87,15,13.5,1.33,2,3,1,0.9123177033492823,0.415130539595567
1341,,after_candidate_limit,,2261,90,11,90,15,13.5,3,4.5,3,2,0.9104842105263158,0.41512631447250115
1342,,after_candidate_limit,,59,2,9,2,11.67,10.5,0.5,2,2,15,0.925588995215311,0.41447638378489243
1343,,after_candidate_limit,,34,1,9,1,11.67,10.5,0.5,1.38,2,15,0.9255765550239234,0.4144235894755032
1344,,after_candidate_limit,,1765,70,15,70,13.89,6.25,0.5,0.75,6,1,0.8792028708133971,0.4141824947155109
1345,,after_candidate_limit,,9,0,9,0,11.67,10.5,0.5,0.75,2,15,0.9255818181818182,0.41416239893388723
1346,,after_candidate_limit,,805,32,5,32,12.78,11.5,1.33,3.67,2,1,0.9208564593301436,0.4140706563628223
1347,,after_candidate_limit,,855,34,5,34,12.78,11.5,3,4.5,2,1,0.9162822966507177,0.4140391090651224
1348,,after_candidate_limit,,4125,165,0,165,9.44,8.5,1.33,3.67,1,1,0.915666028708134,0.4138983879023719
1349,,after_candidate_limit,,1383,55,8,55,12.78,7.67,3,4.5,2,8,0.9122684210526316,0.41369460444911077
1350,,after_candidate_limit,,936,37,11,37,12.78,3.83,0.5,2,3,2,0.912355980861244,0.41366417641526676
1351,,after_candidate_limit,,1711,68,11,68,13.89,4.17,2.17,3.25,3,2,0.9030727272727272,0.41354060834325784
1352,,after_candidate_limit,,859,34,9,34,12.78,11.5,3,4.5,2,15,0.9121210526315789,0.4135208491654696
1353,,after_candidate_limit,,4045,161,20,161,9.44,8.5,0.5,0.75,20,1,0.8582392344497608,0.4134742631206662
1354,,after_candidate_limit,,886,35,11,35,12.78,3.83,0.5,0.75,3,2,0.9123258373205742,0.41344754352460045
1355,,after_candidate_limit,,911,36,11,36,12.78,3.83,0.5,1.38,3,2,0.912332057416268,0.41337721238473746
1356,,after_candidate_limit,,4078,163,3,163,9.44,8.5,0.5,2,1,8,0.9389631578947368,0.41337366334399717
1357,,after_candidate_limit,,1358,54,8,54,12.78,7.67,2.17,3.25,2,8,0.9130698564593301,0.4132460046407563
1358,,after_candidate_limit,,4053,162,3,162,9.44,8.5,0.5,1.38,1,8,0.938955980861244,0.41319182488193285
1359,,after_candidate_limit,,1333,53,8,53,12.78,7.67,1.33,3.67,2,8,0.9163444976076555,0.4129954454711443
1360,,after_candidate_limit,,834,33,9,33,12.78,11.5,2.17,3.25,2,15,0.9129244019138756,0.4129083246984937
1361,,after_candidate_limit,,1033,41,8,41,12.78,3.83,3,4.5,2,8,0.9122665071770335,0.41289062928769704
1362,,after_candidate_limit,,1034,41,9,41,12.78,3.83,3,4.5,2,15,0.9122665071770335,0.41289062928769704
1363,,after_candidate_limit,,1208,48,8,48,12.78,5.75,3,4.5,2,8,0.9122665071770335,0.41289062928769704
1364,,after_candidate_limit,,1209,48,9,48,12.78,5.75,3,4.5,2,15,0.9122665071770335,0.41289062928769704
1365,,after_candidate_limit,,1384,55,9,55,12.78,7.67,3,4.5,2,15,0.9122665071770335,0.41289062928769704
1366,,after_candidate_limit,,4100,164,0,164,9.44,8.5,1.33,2,1,1,0.9156822966507177,0.41285171033503876
1367,,after_candidate_limit,,809,32,9,32,12.78,11.5,1.33,3.67,2,15,0.9162162679425837,0.41281755793710684
1368,,after_candidate_limit,,1887,75,12,75,13.89,6.25,2.17,3.25,3,3,0.9030090909090909,0.4128088685344504
1369,,after_candidate_limit,,3503,140,3,140,9.44,2.83,0.5,0.75,1,8,0.9389387559808613,0.41259118483191654
1370,,after_candidate_limit,,3504,140,4,140,9.44,2.83,0.5,0.75,1,15,0.9389387559808613,0.41259118483191654
1371,,after_candidate_limit,,3528,141,3,141,9.44,2.83,0.5,1.38,1,8,0.9389387559808613,0.41259118483191654
1372,,after_candidate_limit,,3529,141,4,141,9.44,2.83,0.5,1.38,1,15,0.9389387559808613,0.41259118483191654
1373,,after_candidate_limit,,3553,142,3,142,9.44,2.83,0.5,2,1,8,0.9389387559808613,0.41259118483191654
1374,,after_candidate_limit,,3554,142,4,142,9.44,2.83,0.5,2,1,15,0.9389387559808613,0.41259118483191654
1375,,after_candidate_limit,,3678,147,3,147,9.44,4.25,0.5,0.75,1,8,0.9389387559808613,0.41259118483191654
1376,,after_candidate_limit,,3679,147,4,147,9.44,4.25,0.5,0.75,1,15,0.9389387559808613,0.41259118483191654
1377,,after_candidate_limit,,3703,148,3,148,9.44,4.25,0.5,1.38,1,8,0.9389387559808613,0.41259118483191654
1378,,after_candidate_limit,,3704,148,4,148,9.44,4.25,0.5,1.38,1,15,0.9389387559808613,0.41259118483191654
1379,,after_candidate_limit,,3728,149,3,149,9.44,4.25,0.5,2,1,8,0.9389387559808613,0.41259118483191654
1380,,after_candidate_limit,,3729,149,4,149,9.44,4.25,0.5,2,1,15,0.9389387559808613,0.41259118483191654
1381,,after_candidate_limit,,3853,154,3,154,9.44,5.66,0.5,0.75,1,8,0.9389387559808613,0.41259118483191654
1382,,after_candidate_limit,,3854,154,4,154,9.44,5.66,0.5,0.75,1,15,0.9389387559808613,0.41259118483191654
1383,,after_candidate_limit,,3878,155,3,155,9.44,5.66,0.5,1.38,1,8,0.9389387559808613,0.41259118483191654
1384,,after_candidate_limit,,3879,155,4,155,9.44,5.66,0.5,1.38,1,15,0.9389387559808613,0.41259118483191654
1385,,after_candidate_limit,,3903,156,3,156,9.44,5.66,0.5,2,1,8,0.9389387559808613,0.41259118483191654
1386,,after_candidate_limit,,3904,156,4,156,9.44,5.66,0.5,2,1,15,0.9389387559808613,0.41259118483191654
1387,,after_candidate_limit,,4029,161,4,161,9.44,8.5,0.5,0.75,1,15,0.9389387559808613,0.41259118483191654
1388,,after_candidate_limit,,4054,162,4,162,9.44,8.5,0.5,1.38,1,15,0.9389387559808613,0.41259118483191654
1389,,after_candidate_limit,,4079,163,4,163,9.44,8.5,0.5,2,1,15,0.9389387559808613,0.41259118483191654
1390,,after_candidate_limit,,4028,161,3,161,9.44,8.5,0.5,0.75,1,8,0.938954066985646,0.41258587870224606
1391,,after_candidate_limit,,1062,42,12,42,12.78,5.75,0.5,0.75,3,3,0.9122722488038277,0.4125310948399296
1392,,after_candidate_limit,,1736,69,11,69,13.89,4.17,3,4.5,3,2,0.9004124401913876,0.41245803917472174
1393,,after_candidate_limit,,1008,40,8,40,12.78,3.83,2.17,3.25,2,8,0.9130688995215311,0.41244600464075626
1394,,after_candidate_limit,,1009,40,9,40,12.78,3.83,2.17,3.25,2,15,0.9130688995215311,0.41244600464075626
1395,,after_candidate_limit,,1183,47,8,47,12.78,5.75,2.17,3.25,2,8,0.9130688995215311,0.41244600464075626
1396,,after_candidate_limit,,1184,47,9,47,12.78,5.75,2.17,3.25,2,15,0.9130688995215311,0.41244600464075626
1397,,after_candidate_limit,,1359,54,9,54,12.78,7.67,2.17,3.25,2,15,0.9130688995215311,0.41244600464075626
1398,,after_candidate_limit,,2292,91,17,91,15,4.5,0.5,0.75,6,3,0.8967660287081339,0.41229935385477035
1399,,after_candidate_limit,,1687,67,12,67,13.89,4.17,1.33,3.67,3,3,0.9062320574162679,0.4122577200811787
1400,,after_candidate_limit,,2342,93,17,93,15,4.5,0.5,2,6,3,0.8967703349282297,0.4122527071831102
1401,,after_candidate_limit,,958,38,8,38,12.78,3.83,1.33,2,2,8,0.9163435406698565,0.41219544547114434
1402,,after_candidate_limit,,959,38,9,38,12.78,3.83,1.33,2,2,15,0.9163435406698565,0.41219544547114434
1403,,after_candidate_limit,,983,39,8,39,12.78,3.83,1.33,3.67,2,8,0.9163435406698565,0.41219544547114434
1404,,after_candidate_limit,,984,39,9,39,12.78,3.83,1.33,3.67,2,15,0.9163435406698565,0.41219544547114434
1405,,after_candidate_limit,,1133,45,8,45,12.78,5.75,1.33,2,2,8,0.9163435406698565,0.41219544547114434
1406,,after_candidate_limit,,1134,45,9,45,12.78,5.75,1.33,2,2,15,0.9163435406698565,0.41219544547114434
1407,,after_candidate_limit,,1158,46,8,46,12.78,5.75,1.33,3.67,2,8,0.9163435406698565,0.41219544547114434
1408,,after_candidate_limit,,1159,46,9,46,12.78,5.75,1.33,3.67,2,15,0.9163435406698565,0.41219544547114434
1409,,after_candidate_limit,,1308,52,8,52,12.78,7.67,1.33,2,2,8,0.9163435406698565,0.41219544547114434
1410,,after_candidate_limit,,1309,52,9,52,12.78,7.67,1.33,2,2,15,0.9163435406698565,0.41219544547114434
1411,,after_candidate_limit,,1334,53,9,53,12.78,7.67,1.33,3.67,2,15,0.9163435406698565,0.41219544547114434
1412,,after_candidate_limit,,2317,92,17,92,15,4.5,0.5,1.38,6,3,0.8967655502392344,0.41219411071719286
1413,,after_candidate_limit,,784,31,9,31,12.78,11.5,1.33,2,2,15,0.9161971291866029,0.41214216489113104
1414,,after_candidate_limit,,1112,44,12,44,12.78,5.75,0.5,2,3,3,0.9122746411483253,0.41211757725571907
1415,,after_candidate_limit,,1662,66,12,66,13.89,4.17,1.33,2,3,3,0.9062186602870813,0.4120680836240435
1416,,after_candidate_limit,,1087,43,12,43,12.78,5.75,0.5,1.38,3,3,0.912266985645933,0.4120679000494484
